agent_id,in_degree,out_degree,engine_isolated,external_support_role,unused_configured_node
trips_bus_total,2,5,False,,False
trips_car,2,2,False,,False
trips_car_city_tfp,1,1,False,,False
trips_car_city_tfp_obs,0,1,False,,False
trips_metro,2,3,False,,False
trips_motorcycle,2,1,False,,False
trips_other,2,1,False,,False
trips_per_person_per_day,0,1,False,,False
trips_per_year,4,8,False,,False
trips_taxi,2,2,False,,False
trp_r12,0,9,False,,False
trp_r12_effective,2,1,False,,False
trp_r12_tfp,2,0,False,Decision-architecture postprocessing,False
trp_r12_tfp_obs,0,1,False,,False
trp_rhc,3,3,False,,False
trp_tfp,1,1,False,Decision-architecture postprocessing,False
trp_tfp_obs,0,1,False,,False
trp_tps_city,1,1,False,,False
trp_tps_city_effective,2,0,False,,False
trp_tps_city_obs,0,1,False,,False
urban_area_km2,0,1,False,,False
v_over_c,2,1,False,,False
v_over_c_r12,2,1,False,,False
v_over_c_r12_eff,2,0,False,,False
veh_rhc_ful,2,0,False,,False
veh_tax_cap,2,0,False,,False
vkm_BRT,2,2,False,,False
vkm_bus,2,8,False,,False
vkm_bus_EV,2,2,False,,False
vkm_bus_EV_r12,2,0,False,,False
vkm_bus_pce,2,5,False,,False
vkm_bus_pce_r12,2,1,False,,False
vkm_bus_r12,4,9,False,,False
vkm_bus_tailpipe,2,4,False,,False
vkm_car,2,11,False,,False
vkm_car_CNG,3,1,False,,False
vkm_car_EV,3,2,False,,False
vkm_car_EV_r12,2,0,False,,False
vkm_car_city_tfp,2,1,False,,False
vkm_car_congested_r12,2,0,False,,False
vkm_car_gasoline,3,1,False,,False
vkm_car_pce,2,5,False,,False
vkm_car_pce_r12,2,1,False,,False
vkm_car_r12,4,11,False,,False
vkm_car_tailpipe,3,3,False,,False
vkm_metro,2,3,False,,False
vkm_metro_r12,2,2,False,,False
vkm_mot_pce,2,5,False,,False
vkm_mot_pce_r12,2,1,False,,False
vkm_motorcycle,2,6,False,,False
vkm_motorcycle_EV,2,2,False,,False
vkm_motorcycle_EV_r12,2,0,False,,False
vkm_motorcycle_gasoline,2,1,False,,False
vkm_motorcycle_r12,3,8,False,,False
vkm_motorcycle_tailpipe,2,3,False,,False
vkm_motorized_city,5,1,False,,False
vkm_motorized_r12,5,1,False,,False
vkm_oth_pce,2,5,False,,False
vkm_oth_pce_r12,2,1,False,,False
vkm_oth_r12,4,3,False,,False
vkm_other,2,2,False,,False
vkm_pce_total,5,2,False,,False
vkm_pce_total_hour,1,1,False,,False
vkm_pce_total_hour_r12,1,1,False,,False
vkm_pce_total_r12,6,2,False,,False
vkm_tax_pce,2,5,False,,False
vkm_tax_pce_r12,2,1,False,,False
vkm_taxi,2,8,False,,False
vkm_taxi_CNG,2,1,False,,False
vkm_taxi_EV,2,2,False,,False
vkm_taxi_EV_r12,2,0,False,,False
vkm_taxi_gasoline,2,1,False,,False
vkm_taxi_r12,4,9,False,,False
vkm_taxi_tailpipe,2,3,False,,False
vkm_total_r12,6,0,False,,False
vkt_pc_ratio_r12_vs_city,2,1,False,,False
vkt_pce_per_capita_city,2,1,False,,False
vkt_pce_per_capita_r12,2,1,False,,False
