scenario,check,status,detail
SC9,nonnegative::fuel_CNG_kg_year,ok,min=551841790.6294749
SC9,nonnegative::concentration_PM25_ugm3,ok,min=27.341801373870204
SC9,nonnegative::concentration_NO2_ugm3,ok,min=45.571924614603326
SC9,nonnegative::private_cars_total,ok,min=3504556.0
SC9,nonnegative::taxis_total,ok,min=77949.0
SC9,nonnegative::buses_total,ok,min=2047.0
SC9,nonnegative::brts_total,ok,min=942.0
SC9,nonnegative::metro_cars_total,ok,min=805.0
SC9,city_modal_sum,ok,max_abs_dev=4.440892098500626e-16
SC9,r12_modal_sum,ok,max_abs_dev=4.440892098500626e-16
SC9,taxi_fuel_sum,ok,max_abs_dev=1.1102230246251565e-16
SC9,bounded01::share_taxi_CNG,ok,min=0.9 max=0.9
SC9,bounded01::share_taxi_EV,ok,min=0.0 max=0.0
SC9,bounded01::share_taxi_gasoline,ok,min=0.0999999999999999 max=0.0999999999999999
SC9,bounded01::modal_share_car,ok,min=0.3675330289154041 max=0.6223295177807698
SC9,bounded01::modal_share_taxi,ok,min=0.1766651975940266 max=0.229930822
SC9,bounded01::modal_share_bus,ok,min=0.035682879821833 max=0.2061320912326127
SC9,bounded01::modal_share_metro,ok,min=0.0619129095226186 max=0.1165357456321566
SC9,bounded01::modal_share_motorcycle,ok,min=0.04589568366527 max=0.0816123929830698
SC9,bounded01::modal_share_other,ok,min=0.0314526335473048 max=0.0474294529999999
SC9,bounded01::modal_share_car_r12,ok,min=0.1571107415094187 max=0.2517150518192176
SC9,bounded01::modal_share_tax_r12,ok,min=0.1360005675012111 max=0.1881518045801198
SC9,bounded01::modal_share_bus_r12,ok,min=0.1000330329421634 max=0.3077962111469864
SC9,bounded01::modal_share_met_r12,ok,min=0.152 max=0.2684637005489846
SC9,bounded01::modal_share_mot_r12,ok,min=0.1592172390383228 max=0.2150089586063975
SC9,bounded01::modal_share_oth_r12,ok,min=0.054843717940288 max=0.064160049113083
SC9,bounded01::brt_share_of_bus,ok,min=0.4 max=0.55
SC9,plausible::occ_car,ok,min=1.0 threshold=1.0
SC9,plausible::occ_mot,ok,min=1.28 threshold=1.0
SC9,plausible::occ_tax,ok,min=4.07 threshold=1.0
SC9,plausible::occ_bus,ok,min=45.93 threshold=5.0
SC9,plausible::occ_met,ok,min=876.0 threshold=10.0
SC9,positive::spd_mot,ok,min=26.299171784160222
SC9,positive::spd_car,ok,min=22.781811548464315
SC9,positive::spd_tax,ok,min=21.06650975857901
SC9,positive::spd_bus,ok,min=17.967188901592607
SC9,positive::spd_met,ok,min=21.8812
SC9,positive::travel_time_motorcycle_hours,ok,min=0.3791317867165925
SC9,positive::travel_time_car_hours,ok,min=0.4148938035718598
SC9,positive::travel_time_taxi_hours,ok,min=0.4486757680279946
SC9,positive::travel_time_bus_hours,ok,min=0.4623969671406649
SC9,positive::travel_time_metro_hours,ok,min=0.313953488372093
SC10,year_span,ok,min=2012.0 max=2030.0 rows=19
SC10,nonnegative::trips_per_year,ok,min=6370889222.319366
SC10,nonnegative::fuel_gasoline_litre_year,ok,min=3654620000.0
SC10,nonnegative::fuel_CNG_kg_year,ok,min=548198923.5604299
SC10,nonnegative::concentration_PM25_ugm3,ok,min=27.341801373870204
SC10,nonnegative::concentration_NO2_ugm3,ok,min=45.571924614603326
SC10,nonnegative::private_cars_total,ok,min=3504556.0
SC10,nonnegative::taxis_total,ok,min=77949.0
SC10,nonnegative::buses_total,ok,min=2047.0
SC10,nonnegative::brts_total,ok,min=942.0
SC10,nonnegative::metro_cars_total,ok,min=805.0
SC10,city_modal_sum,ok,max_abs_dev=3.3306690738754696e-16
SC10,r12_modal_sum,ok,max_abs_dev=3.3306690738754696e-16
SC10,taxi_fuel_sum,ok,max_abs_dev=2.220446049250313e-16
SC10,bounded01::share_taxi_CNG,ok,min=0.774 max=0.9
SC10,bounded01::share_taxi_EV,ok,min=0.0 max=0.1399999999999999
SC10,bounded01::share_taxi_gasoline,ok,min=0.0859999999999999 max=0.0999999999999999
SC10,bounded01::modal_share_car,ok,min=0.3675330289154041 max=0.6223295177807698
SC10,bounded01::modal_share_taxi,ok,min=0.1766651975940266 max=0.229930822
SC10,bounded01::modal_share_bus,ok,min=0.035682879821833 max=0.2061320912326127
SC10,bounded01::modal_share_metro,ok,min=0.0619129095226186 max=0.115815212786501
SC10,bounded01::modal_share_motorcycle,ok,min=0.04589568366527 max=0.081027302290614
SC10,bounded01::modal_share_other,ok,min=0.0312315791537987 max=0.0474294529999999
SC10,bounded01::modal_share_car_r12,ok,min=0.1571107415094187 max=0.2517150518192176
SC10,bounded01::modal_share_tax_r12,ok,min=0.1360005675012111 max=0.1881518045801198
SC10,bounded01::modal_share_bus_r12,ok,min=0.1000330329421634 max=0.3077962111469864
SC10,bounded01::modal_share_met_r12,ok,min=0.152 max=0.2743834465649618
SC10,bounded01::modal_share_mot_r12,ok,min=0.1592172390383228 max=0.2150089586063975
SC10,bounded01::modal_share_oth_r12,ok,min=0.054843717940288 max=0.064160049113083
SC10,bounded01::brt_share_of_bus,ok,min=0.4 max=0.55
SC10,plausible::occ_car,ok,min=1.0 threshold=1.0
SC10,plausible::occ_mot,ok,min=1.28 threshold=1.0
SC10,plausible::occ_tax,ok,min=4.07 threshold=1.0
SC10,plausible::occ_bus,ok,min=45.93 threshold=5.0
SC10,plausible::occ_met,ok,min=876.0 threshold=10.0
SC10,positive::spd_mot,ok,min=26.299171784160222
SC10,positive::spd_car,ok,min=22.781811548464315
SC10,positive::spd_tax,ok,min=21.06650975857901
SC10,positive::spd_bus,ok,min=17.967188901592607
SC10,positive::spd_met,ok,min=21.8812
SC10,positive::travel_time_motorcycle_hours,ok,min=0.3783666534248739
SC10,positive::travel_time_car_hours,ok,min=0.4148938035718598
SC10,positive::travel_time_taxi_hours,ok,min=0.4486757680279946
SC10,positive::travel_time_bus_hours,ok,min=0.4353836023647808
SC10,positive::travel_time_metro_hours,ok,min=0.3
SC11,year_span,ok,min=2012.0 max=2030.0 rows=19
SC11,nonnegative::trips_per_year,ok,min=6370889222.319366
SC11,nonnegative::fuel_gasoline_litre_year,ok,min=3654620000.0
SC11,nonnegative::fuel_CNG_kg_year,ok,min=537687500.6719115
SC11,nonnegative::concentration_PM25_ugm3,ok,min=27.341801373870204
SC11,nonnegative::concentration_NO2_ugm3,ok,min=45.571924614603326
SC11,nonnegative::private_cars_total,ok,min=3504556.0
SC11,nonnegative::taxis_total,ok,min=77949.0
SC11,nonnegative::buses_total,ok,min=2047.0
SC11,nonnegative::brts_total,ok,min=942.0
SC11,nonnegative::metro_cars_total,ok,min=805.0
SC11,city_modal_sum,ok,max_abs_dev=3.3306690738754696e-16
SC11,r12_modal_sum,ok,max_abs_dev=4.440892098500626e-16
SC11,taxi_fuel_sum,ok,max_abs_dev=2.220446049250313e-16
SC11,bounded01::share_taxi_CNG,ok,min=0.774 max=0.9
SC11,bounded01::share_taxi_EV,ok,min=0.0 max=0.1399999999999999
SC11,bounded01::share_taxi_gasoline,ok,min=0.0859999999999999 max=0.0999999999999999
SC11,bounded01::modal_share_car,ok,min=0.3675330289154041 max=0.6223295177807698
SC11,bounded01::modal_share_taxi,ok,min=0.1766651975940266 max=0.229930822
SC11,bounded01::modal_share_bus,ok,min=0.035682879821833 max=0.2061320912326127
SC11,bounded01::modal_share_metro,ok,min=0.0619129095226186 max=0.1134323060652823
SC11,bounded01::modal_share_motorcycle,ok,min=0.04589568366527 max=0.0820378602124363
SC11,bounded01::modal_share_other,ok,min=0.0316133802512893 max=0.0474294529999999
SC11,bounded01::modal_share_car_r12,ok,min=0.1571107415094187 max=0.2517150518192176
SC11,bounded01::modal_share_tax_r12,ok,min=0.1360005675012111 max=0.1881518045801198
SC11,bounded01::modal_share_bus_r12,ok,min=0.1000330329421634 max=0.3077962111469864
SC11,bounded01::modal_share_met_r12,ok,min=0.152 max=0.2620969253967977
SC11,bounded01::modal_share_mot_r12,ok,min=0.1592172390383228 max=0.2150089586063975
SC11,bounded01::modal_share_oth_r12,ok,min=0.054843717940288 max=0.064160049113083
SC11,bounded01::brt_share_of_bus,ok,min=0.4 max=0.55
SC11,plausible::occ_car,ok,min=1.0 threshold=1.0
SC11,plausible::occ_mot,ok,min=1.28 threshold=1.0
SC11,plausible::occ_tax,ok,min=4.07 threshold=1.0
SC11,plausible::occ_bus,ok,min=45.93 threshold=5.0
SC11,plausible::occ_met,ok,min=876.0 threshold=10.0
SC11,positive::spd_mot,ok,min=26.299171784160222
SC11,positive::spd_car,ok,min=22.781811548464315
SC11,positive::spd_tax,ok,min=21.06650975857901
SC11,positive::spd_bus,ok,min=17.967188901592607
SC11,positive::spd_met,ok,min=21.8812
SC11,positive::travel_time_motorcycle_hours,ok,min=0.3782594930763207
SC11,positive::travel_time_car_hours,ok,min=0.4148938035718598
SC11,positive::travel_time_taxi_hours,ok,min=0.4486757680279946
SC11,positive::travel_time_bus_hours,ok,min=0.4324043722336404
SC11,positive::travel_time_metro_hours,ok,min=0.3
