draw,scenario,geo,metric,mean_2024_2030,value_2030,base_mean,base_2030,delta_mean_pct,delta_2030_pct
0,SC6,Tehran,Congestion index,0.3946516476093646,0.3975430539898219,0.408019484941264,0.4175039675023832,-3.2762742528886197,-4.781011694804398
0,SC6,Tehran,Electricity use,895012758.6814516,1058916236.8162504,884842811.6666203,1054349026.0625808,1.1493506960491653,0.4331782588850737
0,SC6,Tehran,Final energy,244107313079.65497,247875820410.9793,254843722466.1595,263570939890.9256,-4.212938534489582,-5.954798919198547
0,SC6,Tehran,Health indicator,1.1756699045504622e+16,1.2126231446124402e+16,1.2155252172878236e+16,1.2795861070012928e+16,-3.2788552775803157,-5.233173603750681
0,SC6,Tehran,Modal share: car,0.5445991015440924,0.5367244505211338,0.5817412048880106,0.5811209900774272,-6.384643726769935,-7.639810007616162
0,SC6,Tehran,Modal share: public transport,0.134164200071281,0.1408233872162706,0.1031646492904233,0.103886516929721,30.04861742280489,35.55501847418497
0,SC6,Tehran,NOₓ emissions,61401.7888598226,61078.20829163804,65324.36988224275,67522.18533836934,-6.004774373623818,-9.54349598497003
0,SC6,Tehran,PM₂.₅ emissions,1038.9488471961415,999.7413423216964,1155.679954631423,1199.766584376915,-10.100643086131068,-16.67201309487207
0,SC6,Tehran,Time loss (car),862583552.1836065,885803845.1859982,951841374.0675474,1019167835.850917,-9.377384122578258,-13.085576876900888
0,SC6,Tehran,PCE-weighted VKT,70570951758.7131,72240655314.55603,72969335680.97835,75867908912.25446,-3.2868380942249065,-4.781011694804387
0,SC6,Tehran,STOCK::inflation_index_effective,63.87869652292867,142.92185698706032,63.87869652292867,142.92185698706032,0.0,0.0
0,SC6,Tehran,STOCK::cost_index_rhc_fare,29.51624016041301,60.18207770689028,29.51624016041301,60.18207770689028,0.0,0.0
0,SC6,Tehran,STOCK::cost_index_bus_fare,84.36487247380374,169.56239313950334,84.36487247380374,169.56239313950334,0.0,0.0
0,SC6,Tehran,STOCK::cost_index_metro_fare,45.68752260248281,85.07059173023467,45.68752260248281,85.07059173023467,0.0,0.0
0,SC6,Tehran,STOCK::len_bik,941.660883050843,1278.6481875338736,941.660883050843,1278.6481875338736,0.0,0.0
0,SC6,Tehran,STOCK::len_brt,145.8321428571453,133.6500000000051,145.8321428571453,133.6500000000051,0.0,0.0
0,SC6,Tehran,STOCK::len_hwy,2678.5357142857,2865.749999999971,2678.5357142857,2865.749999999971,0.0,0.0
0,SC6,Tehran,STOCK::len_met,320.3214285714312,353.5,320.3214285714312,353.5,0.0,0.0
0,SC6,Tehran,STOCK::population_city,10228429.78168372,10600194.952538256,10225573.925676277,10593079.987233248,0.0279285644815761,0.067166162377542
0,SC6,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086,4192415.099736402,4343924.107633086,0.0,0.0
0,SC6,Tehran,STOCK::taxis_total,78784.0,78784.0,78784.0,78784.0,0.0,0.0
0,SC6,Tehran,STOCK::metro_cars_total,1181.0,1181.0,1181.0,1181.0,0.0,0.0
0,SC6,Tehran,STOCK::brts_total,942.0,942.0,942.0,942.0,0.0,0.0
0,SC6,Tehran,STOCK::buses_total,2047.0,2047.0,2047.0,2047.0,0.0,0.0
0,SC6,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354,325417.6086656498,337177.8227351354,0.0,0.0
0,SC6,Tehran,STOCK::transport_financial_balance_IRR,-4647101226832345.0,-9585939532082926.0,-4136112326239984.0,-8193812127383878.0,-12.35432841972369,-16.989984430403663
0,SC8,Region 12,CO₂ emissions,216164.45173873773,217602.789786308,220612.6089674279,224348.4721917896,-2.0162751573945203,-3.0067877617258185
0,SC8,Region 12,Congestion index,1.1639504694879943,1.146188763845719,1.243978476102981,1.2728949680805757,-6.433230811652867,-9.954175907060064
0,SC8,Region 12,Electricity use,86258216.78245558,89490890.34997219,81682812.30736423,84582559.45306545,5.601428679848295,5.803005878097538
0,SC8,Region 12,Final energy,2890256241.970605,2898428688.731148,2981246241.5148897,3025393496.506492,-3.0520793041922354,-4.196637823210575
0,SC8,Region 12,Health indicator,365378758363794.56,360088456583370.8,384302022550388.8,392221230776026.06,-4.92406052432708,-8.192512712552356
0,SC8,Region 12,Modal share: car,0.1794816787273892,0.1736285621220081,0.1901941686534329,0.1879505596876787,-5.632396619669088,-7.620087745133483
0,SC8,Region 12,Modal share: public transport,0.4009741664411113,0.4047810568219787,0.3724819199460958,0.3727505038296986,7.6492965079053405,8.593027417318831
0,SC8,Region 12,NOₓ emissions,771.47071446409,735.4960668592696,841.4182545004336,855.7299647393935,-8.313052356805933,-14.05044848660176
0,SC8,Region 12,PM₂.₅ emissions,24.33916455601277,22.250840079190404,28.67736416341227,29.452153241716136,-15.127609297281063,-24.4508885425931
0,SC8,Region 12,Time loss (car),49788421.713001706,48255038.538368665,58460484.09753299,61434594.30406548,-14.834058455730853,-21.452987384381
0,SC8,Region 12,PCE-weighted VKT,881151363.6719533,873884368.2658641,935270675.2532316,953301815.0236548,-5.78648652344682,-8.330776833338984
0,SC8,Tehran,CO₂ emissions,15867660.416066434,15770656.792925902,17096007.6721196,17722312.357730612,-7.184994763756277,-11.012420531869155
0,SC8,Tehran,Congestion index,0.3817706497184753,0.3759448881582412,0.408019484941264,0.4175039675023832,-6.433230811652862,-9.95417590706005
0,SC8,Tehran,Electricity use,944726448.5606288,1093948301.7574894,884842811.6666203,1054349026.0625808,6.767714683833665,3.755803317122637
0,SC8,Tehran,Final energy,236139889124.6599,234102811073.4094,254843722466.1595,263570939890.9256,-7.339334538241664,-11.180340605725007
