draw,scenario,geo,metric,mean_2024_2030,value_2030,block_label,base_mean,base_2030,delta_mean_pct,delta_2030_pct
0,SC11,Region 12,Final energy,3281038834.554836,3245523990.142038,empirical_2019,3403406806.897424,3472485147.599828,-3.5954553565149667,-6.535986413495961
0,SC11,Region 12,Health indicator,381841524781231.8,376435427250978.2,empirical_2019,399924440792421.5,408693894463221.0,-4.521583120891459,-7.893063157846074
0,SC11,Region 12,Modal share: car,0.2247858418969959,0.2143268019881696,empirical_2019,0.2371294718019242,0.236216945746793,-5.205438957515584,-9.266965877244044
0,SC11,Region 12,Modal share: public transport,0.3169035030536105,0.3212228698627251,empirical_2019,0.2915886714556079,0.2873470223963149,8.681692423656642,11.78917644035578
0,SC11,Region 12,NOₓ emissions,868.3264189185044,825.6142960960576,empirical_2019,946.1801711446458,967.621970415796,-8.228216422244135,-14.6759456338839
0,SC11,Region 12,PM₂.₅ emissions,25.932607044145023,23.9835982405174,empirical_2019,30.27556165019592,31.215195602087363,-14.34475322449648,-23.166913492242816
0,SC11,Region 12,Time loss (car),65253585.0704726,62604215.08868189,empirical_2019,75141789.10748918,79599577.32865402,-13.159393933077183,-21.351070960843145
0,SC11,Region 12,PCE-weighted VKT,1036764851.7216084,1035214466.4728432,empirical_2019,1079226941.0345504,1108206060.9850628,-3.9344912268626033,-6.586464113663018
0,SC11,Tehran,CO₂ emissions,16852254.311609942,16795909.558927387,empirical_2019,17868071.732416816,18526333.024567094,-5.685098179698628,-9.340345244496335
0,SC11,Tehran,Congestion index,0.3932625882806654,0.3883035066663315,empirical_2019,0.4159692758816193,0.4257242507576128,-5.458741526721794,-8.789901920007575
0,SC11,Tehran,Electricity use,1546906874.0377376,1860509619.976306,empirical_2019,1233581606.6162164,1425681428.4134502,25.399638397737625,30.49967425378811
0,SC11,Tehran,Final energy,247300892840.4341,244931988083.1314,empirical_2019,264117963302.70752,273194586613.76468,-6.367257361817242,-10.34522641204095
0,SC11,Tehran,Health indicator,1.1898757474530676e+16,1.220379476249114e+16,empirical_2019,1.236703802365455e+16,1.30187475104318e+16,-3.786521463168379,-6.259839875438447
0,SC11,Tehran,Modal share: car,0.5681254921373496,0.5513036196981079,empirical_2019,0.6140424848077897,0.6133481258593331,-7.477820151941632,-10.115708118337777
0,SC11,Tehran,Modal share: public transport,0.146471974316602,0.1583152226027475,empirical_2019,0.107333195579489,0.108247012796572,36.46474748637064,46.253664200663344
0,SC11,Tehran,NOₓ emissions,62713.42429296343,61479.15627402071,empirical_2019,67660.9463661113,69943.46449885964,-7.312227124901535,-12.101642784619193
0,SC11,Tehran,PM₂.₅ emissions,1109.9288573536974,1081.5739692483528,empirical_2019,1210.9674972921532,1257.318554448197,-8.343629384305405,-13.977729397063866
0,SC11,Tehran,Time loss (car),887135069.8282965,866964755.596113,empirical_2019,1029212930.8275362,1102622496.8845994,-13.804515736602951,-21.37247715825904
0,SC11,Tehran,PCE-weighted VKT,70324808520.04778,70568777148.76501,empirical_2019,74391163353.44528,77361680827.6965,-5.466179919888538,-8.780708493215078
0,SC11,Tehran,STOCK::inflation_index_effective,63.87869652292867,142.92185698706032,empirical_2019,63.87869652292867,142.92185698706032,0.0,0.0
0,SC11,Tehran,STOCK::cost_index_rhc_fare,29.51624016041301,60.18207770689028,empirical_2019,29.51624016041301,60.18207770689028,0.0,0.0
0,SC11,Tehran,STOCK::cost_index_bus_fare,73.20148381975896,138.2037519536843,empirical_2019,84.36487247380374,169.56239313950334,-13.23227111794798,-18.49386565334654
0,SC11,Tehran,STOCK::cost_index_metro_fare,45.68752260248281,85.07059173023467,empirical_2019,45.68752260248281,85.07059173023467,0.0,0.0
0,SC11,Tehran,STOCK::len_bik,942.1264620910188,1279.6121453740336,empirical_2019,941.660883050843,1278.6481875338736,0.049442325635033,0.07538882466327
0,SC11,Tehran,STOCK::len_brt,154.26881632653323,147.0150000000056,empirical_2019,145.8321428571453,133.6500000000051,5.785194747945485,10.000000000000009
0,SC11,Tehran,STOCK::len_hwy,2678.5357142857,2865.749999999971,empirical_2019,2678.5357142857,2865.749999999971,0.0,0.0
0,SC11,Tehran,STOCK::len_met,329.4582482993224,371.175,empirical_2019,320.3214285714312,353.5,2.852391040037361,5.000000000000004
0,SC11,Tehran,STOCK::population_city,10218576.648714798,10588884.542749558,empirical_2019,10215260.873701943,10580524.56232596,0.0324590341240386,0.0790129106959873
0,SC11,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086,empirical_2019,4192415.099736402,4343924.107633086,0.0,0.0
0,SC11,Tehran,STOCK::taxis_total,78784.0,78784.0,empirical_2019,78784.0,78784.0,0.0,0.0
0,SC11,Tehran,STOCK::metro_cars_total,1182.2600000000002,1184.36,empirical_2019,1181.0,1181.0,0.1066892464013732,0.2845046570702709
0,SC11,Tehran,STOCK::brts_total,963.0217687074846,999.0376190476236,empirical_2019,942.0,942.0,2.231610266187328,6.054948943484458
0,SC11,Tehran,STOCK::buses_total,2107.78877551022,2206.368571428616,empirical_2019,2047.0,2047.0,2.969651954578415,7.785470025823924
0,SC11,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354,empirical_2019,325417.6086656498,337177.8227351354,0.0,0.0
0,SC11,Tehran,STOCK::transport_financial_balance_IRR,-4117425982570495.0,-8465363296922906.0,empirical_2019,-3716162955967016.0,-7331800316402914.0,-10.797778013452664,-15.460909075550685
0,SC5,Region 12,CO₂ emissions,242868.40539363207,247070.72207114,empirical_2019,244598.65306759207,249565.28807986405,-0.707382339297617,-0.9995644938913844
0,SC5,Region 12,Congestion index,1.2230377742343923,1.2330940637878351,empirical_2019,1.2682159676549936,1.2979571423501384,-3.562342264475538,-4.9973205159038825
0,SC5,Region 12,Electricity use,74387304.02196065,76118884.35159475,empirical_2019,69355281.96138653,70954557.94607729,7.255427298782646,7.278357522066654
0,SC5,Region 12,Final energy,3352083989.4330983,3409149016.860557,empirical_2019,3403406806.897424,3472485147.599828,-1.50798362864862,-1.8239424517927296
0,SC5,Region 12,Health indicator,392609223107779.7,398345401985931.75,empirical_2019,399924440792421.5,408693894463221.0,-1.829149943961223,-2.5320888365315493
0,SC5,Region 12,Modal share: car,0.2327776090377869,0.2316068525592156,empirical_2019,0.2371294718019242,0.236216945746793,-1.8352264402513545,-1.951635253348456
