draw,scenario,geo,metric,mean_2024_2030,value_2030
0,SC10,Tehran,STOCK::transport_financial_balance_IRR,-4900777182623375.0,-1.031292321034973e+16
0,SC11,Region 12,CO₂ emissions,215550.4101942904,214268.2496644833
0,SC11,Region 12,Congestion index,1.1682699395896097,1.149299724991821
0,SC11,Region 12,Electricity use,90039128.7338804,96440664.90337868
0,SC11,Region 12,Final energy,2858966626.0841284,2806553241.421628
0,SC11,Region 12,Health indicator,364753037410070.7,357632684611813.6
0,SC11,Region 12,Modal share: car,0.1787674113983159,0.1683466407791007
0,SC11,Region 12,Modal share: public transport,0.4012918250179243,0.4114921926897041
0,SC11,Region 12,NOₓ emissions,764.7370006678185,718.232836856178
0,SC11,Region 12,PM₂.₅ emissions,24.44998316707245,22.47903074911123
0,SC11,Region 12,Time loss (car),49873668.81206053,46982072.990054965
0,SC11,Region 12,PCE-weighted VKT,891536431.721216,880979162.7433391
0,SC11,Tehran,CO₂ emissions,15928559.796061758,15772719.936077408
0,SC11,Tehran,Congestion index,0.383187416969627,0.3769652697716604
0,SC11,Tehran,Electricity use,1126872749.4483745,1412182925.053192
0,SC11,Tehran,Final energy,235994582308.7548,232229656497.5788
0,SC11,Tehran,Health indicator,1.1643317113999682e+16,1.190526895966149e+16
0,SC11,Tehran,Modal share: car,0.5303138474052028,0.5125000252904564
0,SC11,Tehran,Modal share: public transport,0.1505301713896056,0.1640803664096677
0,SC11,Tehran,NOₓ emissions,59949.26411240742,58336.628615385824
0,SC11,Tehran,PM₂.₅ emissions,1050.509105284956,1016.368220795754
0,SC11,Tehran,Time loss (car),804155917.0813248,776904780.7910645
0,SC11,Tehran,PCE-weighted VKT,68521313355.25005,68508209837.51614
0,SC11,Tehran,STOCK::inflation_index_effective,63.87869652292867,142.92185698706032
0,SC11,Tehran,STOCK::cost_index_rhc_fare,29.51624016041301,60.18207770689028
0,SC11,Tehran,STOCK::cost_index_bus_fare,73.20148381975896,138.2037519536843
0,SC11,Tehran,STOCK::cost_index_metro_fare,45.68752260248281,85.07059173023467
0,SC11,Tehran,STOCK::len_bik,942.1264620910188,1279.6121453740336
0,SC11,Tehran,STOCK::len_brt,154.26881632653323,147.0150000000056
0,SC11,Tehran,STOCK::len_hwy,2678.5357142857,2865.749999999971
0,SC11,Tehran,STOCK::len_met,329.4582482993224,371.175
0,SC11,Tehran,STOCK::population_city,10229178.05658103,10602213.833613647
0,SC11,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086
0,SC11,Tehran,STOCK::taxis_total,78784.0,78784.0
0,SC11,Tehran,STOCK::metro_cars_total,1182.2600000000002,1184.36
0,SC11,Tehran,STOCK::brts_total,963.0217687074846,999.0376190476236
0,SC11,Tehran,STOCK::buses_total,2107.78877551022,2206.368571428616
0,SC11,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354
0,SC11,Tehran,STOCK::transport_financial_balance_IRR,-4828646118782835.0,-1.0150213389501856e+16
0,SC5,Region 12,CO₂ emissions,218903.8549801188,221890.97333575948
0,SC5,Region 12,Congestion index,1.1931104986289716,1.1987721131904716
0,SC5,Region 12,Electricity use,87078820.92050219,90217678.25098306
0,SC5,Region 12,Final energy,2927994919.813411,2959525924.742152
0,SC5,Region 12,Health indicator,376230839737938.06,380653363036919.0
0,SC5,Region 12,Modal share: car,0.1858757834079602,0.1833756724486704
0,SC5,Region 12,Modal share: public transport,0.3932341854320242,0.3963835196786854
0,SC5,Region 12,NOₓ emissions,823.3229590448087,833.9560748773146
0,SC5,Region 12,PM₂.₅ emissions,27.95889281615639,28.58981828256716
0,SC5,Region 12,Time loss (car),53547587.64134557,54607966.64353181
0,SC5,Region 12,PCE-weighted VKT,914246251.7704653,929418939.644674
0,SC5,Tehran,CO₂ emissions,16334828.60478887,16597730.60037445
0,SC5,Tehran,Congestion index,0.3913350114012002,0.3931919961494862
0,SC5,Tehran,Electricity use,1028778703.1995866,1214168163.0229907
0,SC5,Tehran,Final energy,242783941655.3528,245994848537.0668
0,SC5,Tehran,Health indicator,1.1899775842485408e+16,1.2415361069471416e+16
0,SC5,Tehran,Modal share: car,0.5405146678314051,0.5320113123689745
0,SC5,Tehran,Modal share: public transport,0.142937146019928,0.1511505797892977
0,SC5,Tehran,NOₓ emissions,62460.40270416836,63316.117770789424
0,SC5,Tehran,PM₂.₅ emissions,1122.1063028349877,1148.536093493679
0,SC5,Tehran,Time loss (car),847828311.738079,865695384.9279251
0,SC5,Tehran,PCE-weighted VKT,69976836292.49431,71449990588.95517
0,SC5,Tehran,STOCK::inflation_index_effective,63.87869652292867,142.92185698706032
0,SC5,Tehran,STOCK::cost_index_rhc_fare,29.51624016041301,60.18207770689028
0,SC5,Tehran,STOCK::cost_index_bus_fare,84.36487247380374,169.56239313950334
0,SC5,Tehran,STOCK::cost_index_metro_fare,45.68752260248281,85.07059173023467
0,SC5,Tehran,STOCK::len_bik,941.660883050843,1278.6481875338736
0,SC5,Tehran,STOCK::len_brt,154.26881632653323,147.0150000000056
0,SC5,Tehran,STOCK::len_hwy,2678.5357142857,2865.749999999971
0,SC5,Tehran,STOCK::len_met,329.4582482993224,371.175
0,SC5,Tehran,STOCK::population_city,10227453.848698577,10597652.759960145
0,SC5,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086
0,SC5,Tehran,STOCK::taxis_total,78784.0,78784.0
0,SC5,Tehran,STOCK::metro_cars_total,1182.2600000000002,1184.36
0,SC5,Tehran,STOCK::brts_total,963.0217687074846,999.0376190476236
0,SC5,Tehran,STOCK::buses_total,2107.78877551022,2206.368571428616
0,SC5,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354
0,SC5,Tehran,STOCK::transport_financial_balance_IRR,-4651052282772849.0,-9607735596686176.0
0,SC6,Region 12,CO₂ emissions,219443.1434361684,222864.50167889928
0,SC6,Region 12,Congestion index,1.2032223295789426,1.2120377107940663
0,SC6,Region 12,Electricity use,81011170.22097409,83822277.5447966
0,SC6,Region 12,Final energy,2966114570.46703,3005866769.843067
0,SC6,Region 12,Health indicator,368217769321497.4,363458393466266.56
0,SC6,Region 12,Modal share: car,0.1887765167115549,0.1863375451157811
0,SC6,Region 12,Modal share: public transport,0.3772125777124148,0.378243734693167
0,SC6,Region 12,NOₓ emissions,765.8014381161731,713.7767459608473
0,SC6,Region 12,PM₂.₅ emissions,22.64481608730266,19.01316397381961
0,SC6,Region 12,Time loss (car),55096609.38173781,56442528.78908705
0,SC6,Region 12,PCE-weighted VKT,930668385.2519668,947444400.2658302
0,SC6,Tehran,CO₂ emissions,16378024.700774832,16670543.515556697
0,SC6,Tehran,Congestion index,0.3946516476093646,0.3975430539898219
0,SC6,Tehran,Electricity use,895012758.6814516,1058916236.8162504
0,SC6,Tehran,Final energy,244107313079.65497,247875820410.9793
0,SC6,Tehran,Health indicator,1.1756699045504622e+16,1.2126231446124402e+16
0,SC6,Tehran,Modal share: car,0.5445991015440924,0.5367244505211338
0,SC6,Tehran,Modal share: public transport,0.134164200071281,0.1408233872162706
0,SC6,Tehran,NOₓ emissions,61401.7888598226,61078.20829163804
0,SC6,Tehran,PM₂.₅ emissions,1038.9488471961415,999.7413423216964
0,SC6,Tehran,Time loss (car),862583552.1836065,885803845.1859982
0,SC6,Tehran,PCE-weighted VKT,70570951758.7131,72240655314.55603
0,SC6,Tehran,STOCK::inflation_index_effective,63.87869652292867,142.92185698706032
0,SC6,Tehran,STOCK::cost_index_rhc_fare,29.51624016041301,60.18207770689028
0,SC6,Tehran,STOCK::cost_index_bus_fare,84.36487247380374,169.56239313950334
0,SC6,Tehran,STOCK::cost_index_metro_fare,45.68752260248281,85.07059173023467
0,SC6,Tehran,STOCK::len_bik,941.660883050843,1278.6481875338736
0,SC6,Tehran,STOCK::len_brt,145.8321428571453,133.6500000000051
0,SC6,Tehran,STOCK::len_hwy,2678.5357142857,2865.749999999971
0,SC6,Tehran,STOCK::len_met,320.3214285714312,353.5
0,SC6,Tehran,STOCK::population_city,10228429.78168372,10600194.952538256
0,SC6,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086
0,SC6,Tehran,STOCK::taxis_total,78784.0,78784.0
0,SC6,Tehran,STOCK::metro_cars_total,1181.0,1181.0
0,SC6,Tehran,STOCK::brts_total,942.0,942.0
0,SC6,Tehran,STOCK::buses_total,2047.0,2047.0
0,SC6,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354
0,SC6,Tehran,STOCK::transport_financial_balance_IRR,-4647101226832345.0,-9585939532082926.0
0,SC8,Region 12,CO₂ emissions,216164.45173873773,217602.789786308
0,SC8,Region 12,Congestion index,1.1639504694879943,1.146188763845719
0,SC8,Region 12,Electricity use,86258216.78245558,89490890.34997219
0,SC8,Region 12,Final energy,2890256241.970605,2898428688.731148
0,SC8,Region 12,Health indicator,365378758363794.56,360088456583370.8
0,SC8,Region 12,Modal share: car,0.1794816787273892,0.1736285621220081
0,SC8,Region 12,Modal share: public transport,0.4009741664411113,0.4047810568219787
0,SC8,Region 12,NOₓ emissions,771.47071446409,735.4960668592696
0,SC8,Region 12,PM₂.₅ emissions,24.33916455601277,22.250840079190404
0,SC8,Region 12,Time loss (car),49788421.713001706,48255038.538368665
0,SC8,Region 12,PCE-weighted VKT,881151363.6719533,873884368.2658641
0,SC8,Tehran,CO₂ emissions,15867660.416066434,15770656.792925902
0,SC8,Tehran,Congestion index,0.3817706497184753,0.3759448881582412
0,SC8,Tehran,Electricity use,944726448.5606288,1093948301.7574894
