year,area,scenario,mode,value,series
2024,Region12,s2,metro,0.2492902273009156,sim
2025,Region12,s2,metro,0.242874015469255,sim
2026,Region12,s2,metro,0.241342825721934,sim
2027,Region12,s2,metro,0.2374807341537131,sim
2028,Region12,s2,metro,0.2357126897008181,sim
2029,Region12,s2,metro,0.2356166120775178,sim
2030,Region12,s2,metro,0.2363214853907281,sim
2012,Region12,s3,metro,0.152,sim
2013,Region12,s3,metro,0.1899628008742728,sim
2014,Region12,s3,metro,0.1831417820460008,sim
2015,Region12,s3,metro,0.1841563637228131,sim
2016,Region12,s3,metro,0.187204823558408,sim
2017,Region12,s3,metro,0.1880477977327962,sim
2018,Region12,s3,metro,0.1868500749774932,sim
2019,Region12,s3,metro,0.1848429075754832,sim
2020,Region12,s3,metro,0.1791312555471169,sim
2021,Region12,s3,metro,0.1900456126591307,sim
2022,Region12,s3,metro,0.2230855422785014,sim
2023,Region12,s3,metro,0.2517063498665917,sim
2024,Region12,s3,metro,0.2492902273009156,sim
2025,Region12,s3,metro,0.242874015469255,sim
2026,Region12,s3,metro,0.2403564318073641,sim
2027,Region12,s3,metro,0.2362354409267048,sim
2028,Region12,s3,metro,0.2341623027533085,sim
2029,Region12,s3,metro,0.2333505954809143,sim
2030,Region12,s3,metro,0.2347025861483063,sim
2012,Region12,s4,metro,0.152,sim
2013,Region12,s4,metro,0.1899628008742728,sim
2014,Region12,s4,metro,0.1831417820460008,sim
2015,Region12,s4,metro,0.1841563637228131,sim
2016,Region12,s4,metro,0.187204823558408,sim
2017,Region12,s4,metro,0.1880477977327962,sim
2018,Region12,s4,metro,0.1868500749774932,sim
2019,Region12,s4,metro,0.1848429075754832,sim
2020,Region12,s4,metro,0.1791312555471169,sim
2021,Region12,s4,metro,0.1900456126591307,sim
2022,Region12,s4,metro,0.2230855422785014,sim
2023,Region12,s4,metro,0.2517063498665917,sim
2024,Region12,s4,metro,0.2603860238313163,sim
2025,Region12,s4,metro,0.2568555877788563,sim
2026,Region12,s4,metro,0.2541182127816233,sim
2027,Region12,s4,metro,0.2497848106548498,sim
2028,Region12,s4,metro,0.2449652928146673,sim
2029,Region12,s4,metro,0.2433531122671792,sim
2030,Region12,s4,metro,0.2432826811205799,sim
2012,Region12,s5,metro,0.152,sim
2013,Region12,s5,metro,0.1899628008742728,sim
2014,Region12,s5,metro,0.1831417820460008,sim
2015,Region12,s5,metro,0.1841563637228131,sim
2016,Region12,s5,metro,0.187204823558408,sim
2017,Region12,s5,metro,0.1880477977327962,sim
2018,Region12,s5,metro,0.1868500749774932,sim
2019,Region12,s5,metro,0.1848429075754832,sim
2020,Region12,s5,metro,0.1791312555471169,sim
2021,Region12,s5,metro,0.1900456126591307,sim
2022,Region12,s5,metro,0.2230855422785014,sim
2023,Region12,s5,metro,0.2517063498665917,sim
2024,Region12,s5,metro,0.2628861946248548,sim
2025,Region12,s5,metro,0.2572726860070743,sim
2026,Region12,s5,metro,0.2539758454205588,sim
2027,Region12,s5,metro,0.250077876691203,sim
2028,Region12,s5,metro,0.2476558070619114,sim
2029,Region12,s5,metro,0.2467403466102734,sim
2030,Region12,s5,metro,0.2468070462912936,sim
2012,Region12,s6,metro,0.152,sim
2013,Region12,s6,metro,0.1899628008742728,sim
2014,Region12,s6,metro,0.1831417820460008,sim
2015,Region12,s6,metro,0.1841563637228131,sim
2016,Region12,s6,metro,0.187204823558408,sim
2017,Region12,s6,metro,0.1880477977327962,sim
2018,Region12,s6,metro,0.1868500749774932,sim
2019,Region12,s6,metro,0.1848429075754832,sim
2020,Region12,s6,metro,0.1791312555471169,sim
2021,Region12,s6,metro,0.1900456126591307,sim
2022,Region12,s6,metro,0.2230855422785014,sim
2023,Region12,s6,metro,0.2517063498665917,sim
2024,Region12,s6,metro,0.2479831828514302,sim
2025,Region12,s6,metro,0.2411543337638101,sim
2026,Region12,s6,metro,0.2374710752306319,sim
2027,Region12,s6,metro,0.2329773575487348,sim
2028,Region12,s6,metro,0.2297241812314667,sim
2029,Region12,s6,metro,0.2285485013111272,sim
2030,Region12,s6,metro,0.2285442532680683,sim
2012,Region12,s7,metro,0.152,sim
2013,Region12,s7,metro,0.1899628008742728,sim
2014,Region12,s7,metro,0.1831417820460008,sim
2015,Region12,s7,metro,0.1841563637228131,sim
2016,Region12,s7,metro,0.187204823558408,sim
2017,Region12,s7,metro,0.1880477977327962,sim
2018,Region12,s7,metro,0.1868500749774932,sim
2019,Region12,s7,metro,0.1848429075754832,sim
2020,Region12,s7,metro,0.1791312555471169,sim
2021,Region12,s7,metro,0.1900456126591307,sim
2022,Region12,s7,metro,0.2230855422785014,sim
2023,Region12,s7,metro,0.2517063498665917,sim
2024,Region12,s7,metro,0.2492902273009156,sim
2025,Region12,s7,metro,0.242874015469255,sim
2026,Region12,s7,metro,0.2393875402781015,sim
2027,Region12,s7,metro,0.2350062775348306,sim
2028,Region12,s7,metro,0.2318046638831832,sim
2029,Region12,s7,metro,0.2306655785998527,sim
2030,Region12,s7,metro,0.2307190974564868,sim
2012,Region12,s8,metro,0.152,sim
2013,Region12,s8,metro,0.1899628008742728,sim
2014,Region12,s8,metro,0.1831417820460008,sim
2015,Region12,s8,metro,0.1841563637228131,sim
2016,Region12,s8,metro,0.187204823558408,sim
2017,Region12,s8,metro,0.1880477977327962,sim
2018,Region12,s8,metro,0.1868500749774932,sim
2019,Region12,s8,metro,0.1848429075754832,sim
2020,Region12,s8,metro,0.1791312555471169,sim
2021,Region12,s8,metro,0.1900456126591307,sim
2022,Region12,s8,metro,0.2230855422785014,sim
2023,Region12,s8,metro,0.2517063498665917,sim
2024,Region12,s8,metro,0.2588918460105912,sim
2025,Region12,s8,metro,0.2553051335672462,sim
2026,Region12,s8,metro,0.2534886190239998,sim
2027,Region12,s8,metro,0.2493097393419348,sim
2028,Region12,s8,metro,0.2455258256209885,sim
2029,Region12,s8,metro,0.2441883666137541,sim
2030,Region12,s8,metro,0.2450576991059904,sim
2012,Region12,s9,metro,0.152,sim
2013,Region12,s9,metro,0.1899628008742728,sim
2014,Region12,s9,metro,0.1831417820460008,sim
2015,Region12,s9,metro,0.1841563637228131,sim
2016,Region12,s9,metro,0.187204823558408,sim
2017,Region12,s9,metro,0.1880477977327962,sim
2018,Region12,s9,metro,0.1868500749774932,sim
2019,Region12,s9,metro,0.1848429075754832,sim
2020,Region12,s9,metro,0.1791312555471169,sim
2021,Region12,s9,metro,0.1900456126591307,sim
2022,Region12,s9,metro,0.2230855422785014,sim
2023,Region12,s9,metro,0.2517063498665917,sim
2024,Region12,s9,metro,0.2684637005489846,sim
2025,Region12,s9,metro,0.2647116726827191,sim
2026,Region12,s9,metro,0.2636776140486386,sim
2027,Region12,s9,metro,0.2599541990504241,sim
2028,Region12,s9,metro,0.2579792960770308,sim
2029,Region12,s9,metro,0.25782908346257,sim
2030,Region12,s9,metro,0.2587928786534342,sim
2012,Region12,obs,motorcycle,0.172,obs
2013,Region12,obs,motorcycle,0.158,obs
2014,Region12,obs,motorcycle,0.163,obs
2015,Region12,obs,motorcycle,0.162,obs
2016,Region12,obs,motorcycle,0.212,obs
2017,Region12,obs,motorcycle,0.222,obs
2018,Region12,obs,motorcycle,0.225,obs
2019,Region12,obs,motorcycle,0.229,obs
2020,Region12,obs,motorcycle,0.221,obs
2021,Region12,obs,motorcycle,0.226,obs
2022,Region12,obs,motorcycle,0.204,obs
2023,Region12,obs,motorcycle,0.198,obs
2012,Region12,s0,motorcycle,0.172,sim
2013,Region12,s0,motorcycle,0.1744262470510739,sim
2014,Region12,s0,motorcycle,0.1614838759107358,sim
2015,Region12,s0,motorcycle,0.1592172390383228,sim
2016,Region12,s0,motorcycle,0.1831652448107428,sim
2017,Region12,s0,motorcycle,0.1996534035004337,sim
2018,Region12,s0,motorcycle,0.2098255783656123,sim
2019,Region12,s0,motorcycle,0.2150089586063975,sim
2020,Region12,s0,motorcycle,0.2138404528731595,sim
2021,Region12,s0,motorcycle,0.2138302192255511,sim
2022,Region12,s0,motorcycle,0.2053662434245885,sim
2023,Region12,s0,motorcycle,0.1983174876654882,sim
2024,Region12,s0,motorcycle,0.195974753875695,sim
2025,Region12,s0,motorcycle,0.1993447458905055,sim
2026,Region12,s0,motorcycle,0.2019942942722671,sim
2027,Region12,s0,motorcycle,0.2037393257612176,sim
2028,Region12,s0,motorcycle,0.2049571613011097,sim
2029,Region12,s0,motorcycle,0.205581636679423,sim
2030,Region12,s0,motorcycle,0.205791451564986,sim
2012,Region12,s1,motorcycle,0.172,sim
2013,Region12,s1,motorcycle,0.1744262470510739,sim
2014,Region12,s1,motorcycle,0.1614838759107358,sim
2015,Region12,s1,motorcycle,0.1592172390383228,sim
2016,Region12,s1,motorcycle,0.1831652448107428,sim
2017,Region12,s1,motorcycle,0.1996534035004337,sim
2018,Region12,s1,motorcycle,0.2098255783656123,sim
2019,Region12,s1,motorcycle,0.2150089586063975,sim
2020,Region12,s1,motorcycle,0.2138404528731595,sim
2021,Region12,s1,motorcycle,0.2138302192255511,sim
2022,Region12,s1,motorcycle,0.2053662434245885,sim
2023,Region12,s1,motorcycle,0.1983174876654882,sim
2024,Region12,s1,motorcycle,0.195974753875695,sim
2025,Region12,s1,motorcycle,0.1993447458905055,sim
2026,Region12,s1,motorcycle,0.2017100744339086,sim
2027,Region12,s1,motorcycle,0.2033734940791384,sim
2028,Region12,s1,motorcycle,0.2043745897385454,sim
2029,Region12,s1,motorcycle,0.2049299411470306,sim
2030,Region12,s1,motorcycle,0.2049736467207861,sim
2012,Region12,s10,motorcycle,0.172,sim
2013,Region12,s10,motorcycle,0.1744262470510739,sim
2014,Region12,s10,motorcycle,0.1614838759107358,sim
2015,Region12,s10,motorcycle,0.1592172390383228,sim
2016,Region12,s10,motorcycle,0.1831652448107428,sim
2017,Region12,s10,motorcycle,0.1996534035004337,sim
2018,Region12,s10,motorcycle,0.2098255783656123,sim
2019,Region12,s10,motorcycle,0.2150089586063975,sim
2020,Region12,s10,motorcycle,0.2138404528731595,sim
2021,Region12,s10,motorcycle,0.2138302192255511,sim
2022,Region12,s10,motorcycle,0.2053662434245885,sim
2023,Region12,s10,motorcycle,0.1983174876654882,sim
2024,Region12,s10,motorcycle,0.1860597193776107,sim
2025,Region12,s10,motorcycle,0.1843073496533692,sim
2026,Region12,s10,motorcycle,0.1845231830149493,sim
2027,Region12,s10,motorcycle,0.184991064076721,sim
2028,Region12,s10,motorcycle,0.1862432641231564,sim
2029,Region12,s10,motorcycle,0.1865588352616072,sim
2030,Region12,s10,motorcycle,0.1867750985347582,sim
2012,Region12,s11,motorcycle,0.172,sim
2013,Region12,s11,motorcycle,0.1744262470510739,sim
2014,Region12,s11,motorcycle,0.1614838759107358,sim
2015,Region12,s11,motorcycle,0.1592172390383228,sim
2016,Region12,s11,motorcycle,0.1831652448107428,sim
2017,Region12,s11,motorcycle,0.1996534035004337,sim
2018,Region12,s11,motorcycle,0.2098255783656123,sim
2019,Region12,s11,motorcycle,0.2150089586063975,sim
2020,Region12,s11,motorcycle,0.2138404528731595,sim
2021,Region12,s11,motorcycle,0.2138302192255511,sim
2022,Region12,s11,motorcycle,0.2053662434245885,sim
2023,Region12,s11,motorcycle,0.1983174876654882,sim
2024,Region12,s11,motorcycle,0.1905443053181592,sim
2025,Region12,s11,motorcycle,0.1905164887867678,sim
2026,Region12,s11,motorcycle,0.1923889932934774,sim
2027,Region12,s11,motorcycle,0.1933742588757914,sim
2028,Region12,s11,motorcycle,0.1948474099007038,sim
2029,Region12,s11,motorcycle,0.1958671504590607,sim
2030,Region12,s11,motorcycle,0.1968279751274268,sim
2012,Region12,s2,motorcycle,0.172,sim
2013,Region12,s2,motorcycle,0.1744262470510739,sim
2014,Region12,s2,motorcycle,0.1614838759107358,sim
2015,Region12,s2,motorcycle,0.1592172390383228,sim
2016,Region12,s2,motorcycle,0.1831652448107428,sim
2017,Region12,s2,motorcycle,0.1996534035004337,sim
2018,Region12,s2,motorcycle,0.2098255783656123,sim
2019,Region12,s2,motorcycle,0.2150089586063975,sim
2020,Region12,s2,motorcycle,0.2138404528731595,sim
2021,Region12,s2,motorcycle,0.2138302192255511,sim
2022,Region12,s2,motorcycle,0.2053662434245885,sim
2023,Region12,s2,motorcycle,0.1983174876654882,sim
2024,Region12,s2,motorcycle,0.195974753875695,sim
2025,Region12,s2,motorcycle,0.1993447458905055,sim
2026,Region12,s2,motorcycle,0.2036563879048432,sim
2027,Region12,s2,motorcycle,0.2058882842558668,sim
2028,Region12,s2,motorcycle,0.2084159993083233,sim
2029,Region12,s2,motorcycle,0.2100017238812059,sim
2030,Region12,s2,motorcycle,0.2107969250480049,sim
2012,Region12,s3,motorcycle,0.172,sim
2013,Region12,s3,motorcycle,0.1744262470510739,sim
2014,Region12,s3,motorcycle,0.1614838759107358,sim
2015,Region12,s3,motorcycle,0.1592172390383228,sim
2016,Region12,s3,motorcycle,0.1831652448107428,sim
2017,Region12,s3,motorcycle,0.1996534035004337,sim
2018,Region12,s3,motorcycle,0.2098255783656123,sim
2019,Region12,s3,motorcycle,0.2150089586063975,sim
2020,Region12,s3,motorcycle,0.2138404528731595,sim
2021,Region12,s3,motorcycle,0.2138302192255511,sim
2022,Region12,s3,motorcycle,0.2053662434245885,sim
2023,Region12,s3,motorcycle,0.1983174876654882,sim
2024,Region12,s3,motorcycle,0.195974753875695,sim
2025,Region12,s3,motorcycle,0.1993447458905055,sim
2026,Region12,s3,motorcycle,0.2028179021227341,sim
2027,Region12,s3,motorcycle,0.204806640163443,sim
2028,Region12,s3,motorcycle,0.2070452450223907,sim
2029,Region12,s3,motorcycle,0.2079715079777858,sim
2030,Region12,s3,motorcycle,0.2093355525174466,sim
2012,Region12,s4,motorcycle,0.172,sim
2013,Region12,s4,motorcycle,0.1744262470510739,sim
2014,Region12,s4,motorcycle,0.1614838759107358,sim
2015,Region12,s4,motorcycle,0.1592172390383228,sim
2016,Region12,s4,motorcycle,0.1831652448107428,sim
2017,Region12,s4,motorcycle,0.1996534035004337,sim
2018,Region12,s4,motorcycle,0.2098255783656123,sim
2019,Region12,s4,motorcycle,0.2150089586063975,sim
2020,Region12,s4,motorcycle,0.2138404528731595,sim
2021,Region12,s4,motorcycle,0.2138302192255511,sim
2022,Region12,s4,motorcycle,0.2053662434245885,sim
2023,Region12,s4,motorcycle,0.1983174876654882,sim
2024,Region12,s4,motorcycle,0.1910622489005059,sim
2025,Region12,s4,motorcycle,0.1928473517232314,sim
2026,Region12,s4,motorcycle,0.1949774786684966,sim
2027,Region12,s4,motorcycle,0.1965711096383947,sim
2028,Region12,s4,motorcycle,0.1984493286977458,sim
2029,Region12,s4,motorcycle,0.1992688039804763,sim
2030,Region12,s4,motorcycle,0.1995292959032454,sim
2012,Region12,s5,motorcycle,0.172,sim
2013,Region12,s5,motorcycle,0.1744262470510739,sim
2014,Region12,s5,motorcycle,0.1614838759107358,sim
2015,Region12,s5,motorcycle,0.1592172390383228,sim
2016,Region12,s5,motorcycle,0.1831652448107428,sim
2017,Region12,s5,motorcycle,0.1996534035004337,sim
2018,Region12,s5,motorcycle,0.2098255783656123,sim
2019,Region12,s5,motorcycle,0.2150089586063975,sim
2020,Region12,s5,motorcycle,0.2138404528731595,sim
2021,Region12,s5,motorcycle,0.2138302192255511,sim
2022,Region12,s5,motorcycle,0.2053662434245885,sim
2023,Region12,s5,motorcycle,0.1983174876654882,sim
2024,Region12,s5,motorcycle,0.1910943257032649,sim
2025,Region12,s5,motorcycle,0.1912664580020545,sim
2026,Region12,s5,motorcycle,0.1920763744163304,sim
2027,Region12,s5,motorcycle,0.1927773808556348,sim
2028,Region12,s5,motorcycle,0.1932686655731755,sim
2029,Region12,s5,motorcycle,0.1936804594444091,sim
2030,Region12,s5,motorcycle,0.1938150145068428,sim
2012,Region12,s6,motorcycle,0.172,sim
2013,Region12,s6,motorcycle,0.1744262470510739,sim
2014,Region12,s6,motorcycle,0.1614838759107358,sim
2015,Region12,s6,motorcycle,0.1592172390383228,sim
2016,Region12,s6,motorcycle,0.1831652448107428,sim
2017,Region12,s6,motorcycle,0.1996534035004337,sim
2018,Region12,s6,motorcycle,0.2098255783656123,sim
2019,Region12,s6,motorcycle,0.2150089586063975,sim
2020,Region12,s6,motorcycle,0.2138404528731595,sim
2021,Region12,s6,motorcycle,0.2138302192255511,sim
2022,Region12,s6,motorcycle,0.2053662434245885,sim
2023,Region12,s6,motorcycle,0.1983174876654882,sim
2024,Region12,s6,motorcycle,0.1949545966360713,sim
2025,Region12,s6,motorcycle,0.1979339518000272,sim
2026,Region12,s6,motorcycle,0.2003801484762294,sim
2027,Region12,s6,motorcycle,0.201984149339835,sim
2028,Region12,s6,motorcycle,0.2031221377803283,sim
2029,Region12,s6,motorcycle,0.203699884776174,sim
2030,Region12,s6,motorcycle,0.2038571719719302,sim
2012,Region12,s7,motorcycle,0.172,sim
2013,Region12,s7,motorcycle,0.1744262470510739,sim
2014,Region12,s7,motorcycle,0.1614838759107358,sim
2015,Region12,s7,motorcycle,0.1592172390383228,sim
2016,Region12,s7,motorcycle,0.1831652448107428,sim
2017,Region12,s7,motorcycle,0.1996534035004337,sim
2018,Region12,s7,motorcycle,0.2098255783656123,sim
2019,Region12,s7,motorcycle,0.2150089586063975,sim
2020,Region12,s7,motorcycle,0.2138404528731595,sim
2021,Region12,s7,motorcycle,0.2138302192255511,sim
2022,Region12,s7,motorcycle,0.2053662434245885,sim
2023,Region12,s7,motorcycle,0.1983174876654882,sim
2024,Region12,s7,motorcycle,0.195974753875695,sim
2025,Region12,s7,motorcycle,0.1993447458905055,sim
2026,Region12,s7,motorcycle,0.2019942942722671,sim
2027,Region12,s7,motorcycle,0.2037393257612176,sim
2028,Region12,s7,motorcycle,0.2049571613011097,sim
2029,Region12,s7,motorcycle,0.205581636679423,sim
2030,Region12,s7,motorcycle,0.205791451564986,sim
2012,Region12,s8,motorcycle,0.172,sim
2013,Region12,s8,motorcycle,0.1744262470510739,sim
2014,Region12,s8,motorcycle,0.1614838759107358,sim
2015,Region12,s8,motorcycle,0.1592172390383228,sim
2016,Region12,s8,motorcycle,0.1831652448107428,sim
2017,Region12,s8,motorcycle,0.1996534035004337,sim
2018,Region12,s8,motorcycle,0.2098255783656123,sim
2019,Region12,s8,motorcycle,0.2150089586063975,sim
2020,Region12,s8,motorcycle,0.2138404528731595,sim
2021,Region12,s8,motorcycle,0.2138302192255511,sim
2022,Region12,s8,motorcycle,0.2053662434245885,sim
2023,Region12,s8,motorcycle,0.1983174876654882,sim
2024,Region12,s8,motorcycle,0.1900070129075395,sim
2025,Region12,s8,motorcycle,0.1917007255852889,sim
2026,Region12,s8,motorcycle,0.1934461296030329,sim
2027,Region12,s8,motorcycle,0.1948252464302694,sim
2028,Region12,s8,motorcycle,0.196705263868798,sim
2029,Region12,s8,motorcycle,0.1975003556488406,sim
2030,Region12,s8,motorcycle,0.1979044760102334,sim
2012,Region12,s9,motorcycle,0.172,sim
2013,Region12,s9,motorcycle,0.1744262470510739,sim
2014,Region12,s9,motorcycle,0.1614838759107358,sim
2015,Region12,s9,motorcycle,0.1592172390383228,sim
2016,Region12,s9,motorcycle,0.1831652448107428,sim
2017,Region12,s9,motorcycle,0.1996534035004337,sim
2018,Region12,s9,motorcycle,0.2098255783656123,sim
2019,Region12,s9,motorcycle,0.2150089586063975,sim
2020,Region12,s9,motorcycle,0.2138404528731595,sim
2021,Region12,s9,motorcycle,0.2138302192255511,sim
2022,Region12,s9,motorcycle,0.2053662434245885,sim
2023,Region12,s9,motorcycle,0.1983174876654882,sim
2024,Region12,s9,motorcycle,0.18862246934024,sim
2025,Region12,s9,motorcycle,0.1883781293400502,sim
2026,Region12,s9,motorcycle,0.190723975837575,sim
2027,Region12,s9,motorcycle,0.1920023126411688,sim
2028,Region12,s9,motorcycle,0.1944465752841677,sim
2029,Region12,s9,motorcycle,0.1959213123693862,sim
2030,Region12,s9,motorcycle,0.1968662786414883,sim
2012,Region12,obs,other,0.055,obs
2013,Region12,obs,other,0.051,obs
2014,Region12,obs,other,0.047,obs
2015,Region12,obs,other,0.047,obs
2016,Region12,obs,other,0.06,obs
2017,Region12,obs,other,0.06,obs
2018,Region12,obs,other,0.055,obs
2019,Region12,obs,other,0.061,obs
2020,Region12,obs,other,0.054,obs
2021,Region12,obs,other,0.05,obs
2022,Region12,obs,other,0.048,obs
2023,Region12,obs,other,0.056,obs
2012,Region12,s0,other,0.055,sim
2013,Region12,s0,other,0.0566906747571474,sim
2014,Region12,s0,other,0.0553521771555747,sim
2015,Region12,s0,other,0.054843717940288,sim
2016,Region12,s0,other,0.061012500948858,sim
2017,Region12,s0,other,0.064160049113083,sim
2018,Region12,s0,other,0.0626214400460267,sim
2019,Region12,s0,other,0.0639686845347392,sim
2020,Region12,s0,other,0.0612174129525873,sim
2021,Region12,s0,other,0.0582473599986881,sim
2022,Region12,s0,other,0.0575595381899747,sim
2023,Region12,s0,other,0.0597953875029027,sim
2024,Region12,s0,other,0.0608772093621713,sim
2025,Region12,s0,other,0.0609885533458014,sim
2026,Region12,s0,other,0.0607217857000192,sim
2027,Region12,s0,other,0.0606291475829524,sim
2028,Region12,s0,other,0.0606116431401806,sim
2029,Region12,s0,other,0.0605758719000202,sim
2030,Region12,s0,other,0.0605404138145562,sim
2012,Region12,s1,other,0.055,sim
2013,Region12,s1,other,0.0566906747571474,sim
2014,Region12,s1,other,0.0553521771555747,sim
2015,Region12,s1,other,0.054843717940288,sim
2016,Region12,s1,other,0.061012500948858,sim
2017,Region12,s1,other,0.064160049113083,sim
2018,Region12,s1,other,0.0626214400460267,sim
2019,Region12,s1,other,0.0639686845347392,sim
2020,Region12,s1,other,0.0612174129525873,sim
2021,Region12,s1,other,0.0582473599986881,sim
2022,Region12,s1,other,0.0575595381899747,sim
2023,Region12,s1,other,0.0597953875029027,sim
2024,Region12,s1,other,0.0608772093621713,sim
2025,Region12,s1,other,0.0609885533458014,sim
2026,Region12,s1,other,0.0608483072516977,sim
2027,Region12,s1,other,0.0607936981859856,sim
2028,Region12,s1,other,0.0608719402271259,sim
2029,Region12,s1,other,0.0608627429689218,sim
2030,Region12,s1,other,0.0608978134015436,sim
2012,Region12,s10,other,0.055,sim
2013,Region12,s10,other,0.0566906747571474,sim
2014,Region12,s10,other,0.0553521771555747,sim
2015,Region12,s10,other,0.054843717940288,sim
2016,Region12,s10,other,0.061012500948858,sim
2017,Region12,s10,other,0.064160049113083,sim
2018,Region12,s10,other,0.0626214400460267,sim
2019,Region12,s10,other,0.0639686845347392,sim
2020,Region12,s10,other,0.0612174129525873,sim
2021,Region12,s10,other,0.0582473599986881,sim
2022,Region12,s10,other,0.0575595381899747,sim
2023,Region12,s10,other,0.0597953875029027,sim
2024,Region12,s10,other,0.057957283625981,sim
2025,Region12,s10,other,0.059695318166925,sim
2026,Region12,s10,other,0.0605730751174592,sim
2027,Region12,s10,other,0.0607260043235889,sim
2028,Region12,s10,other,0.0609203097579698,sim
2029,Region12,s10,other,0.0608533563320035,sim
2030,Region12,s10,other,0.0608415561850393,sim
2012,Region12,s11,other,0.055,sim
2013,Region12,s11,other,0.0566906747571474,sim
2014,Region12,s11,other,0.0553521771555747,sim
2015,Region12,s11,other,0.054843717940288,sim
2016,Region12,s11,other,0.061012500948858,sim
2017,Region12,s11,other,0.064160049113083,sim
2018,Region12,s11,other,0.0626214400460267,sim
2019,Region12,s11,other,0.0639686845347392,sim
2020,Region12,s11,other,0.0612174129525873,sim
2021,Region12,s11,other,0.0582473599986881,sim
2022,Region12,s11,other,0.0575595381899747,sim
2023,Region12,s11,other,0.0597953875029027,sim
2024,Region12,s11,other,0.0592779707003925,sim
2025,Region12,s11,other,0.0613020847549523,sim
2026,Region12,s11,other,0.0625556290198146,sim
2027,Region12,s11,other,0.0628896525134925,sim
2028,Region12,s11,other,0.0632570210054339,sim
2029,Region12,s11,other,0.0634310049098447,sim
2030,Region12,s11,other,0.0637185388527492,sim
2012,Region12,s2,other,0.055,sim
2013,Region12,s2,other,0.0566906747571474,sim
2014,Region12,s2,other,0.0553521771555747,sim
2015,Region12,s2,other,0.054843717940288,sim
2016,Region12,s2,other,0.061012500948858,sim
2017,Region12,s2,other,0.064160049113083,sim
2018,Region12,s2,other,0.0626214400460267,sim
2019,Region12,s2,other,0.0639686845347392,sim
2020,Region12,s2,other,0.0612174129525873,sim
2021,Region12,s2,other,0.0582473599986881,sim
2022,Region12,s2,other,0.0575595381899747,sim
2023,Region12,s2,other,0.0597953875029027,sim
2024,Region12,s2,other,0.0608772093621713,sim
2025,Region12,s2,other,0.0609885533458014,sim
2026,Region12,s2,other,0.0611852162574288,sim
2027,Region12,s2,other,0.0612217850331528,sim
2028,Region12,s2,other,0.0615640449524174,sim
2029,Region12,s2,other,0.061787446834736,sim
2030,Region12,s2,other,0.0619093265091099,sim
2012,Region12,s3,other,0.055,sim
2013,Region12,s3,other,0.0566906747571474,sim
2014,Region12,s3,other,0.0553521771555747,sim
2015,Region12,s3,other,0.054843717940288,sim
2016,Region12,s3,other,0.061012500948858,sim
2017,Region12,s3,other,0.064160049113083,sim
2018,Region12,s3,other,0.0626214400460267,sim
2019,Region12,s3,other,0.0639686845347392,sim
2020,Region12,s3,other,0.0612174129525873,sim
2021,Region12,s3,other,0.0582473599986881,sim
2022,Region12,s3,other,0.0575595381899747,sim
2023,Region12,s3,other,0.0597953875029027,sim
2024,Region12,s3,other,0.0608772093621713,sim
2025,Region12,s3,other,0.0609885533458014,sim
2026,Region12,s3,other,0.0609514268211618,sim
2027,Region12,s3,other,0.060925068381829,sim
2028,Region12,s3,other,0.0611874322343432,sim
2029,Region12,s3,other,0.0612330962964565,sim
2030,Region12,s3,other,0.0615136766323327,sim
2012,Region12,s4,other,0.055,sim
2013,Region12,s4,other,0.0566906747571474,sim
2014,Region12,s4,other,0.0553521771555747,sim
2015,Region12,s4,other,0.054843717940288,sim
2016,Region12,s4,other,0.061012500948858,sim
2017,Region12,s4,other,0.064160049113083,sim
2018,Region12,s4,other,0.0626214400460267,sim
2019,Region12,s4,other,0.0639686845347392,sim
2020,Region12,s4,other,0.0612174129525873,sim
2021,Region12,s4,other,0.0582473599986881,sim
2022,Region12,s4,other,0.0575595381899747,sim
2023,Region12,s4,other,0.0597953875029027,sim
2024,Region12,s4,other,0.0594305023730036,sim
2025,Region12,s4,other,0.0592407542840279,sim
2026,Region12,s4,other,0.0589204873572653,sim
2027,Region12,s4,other,0.0588273767904261,sim
2028,Region12,s4,other,0.0590123333997861,sim
2029,Region12,s4,other,0.0590090839458095,sim
2030,Region12,s4,other,0.0589768307799246,sim
2012,Region12,s5,other,0.055,sim
2013,Region12,s5,other,0.0566906747571474,sim
2014,Region12,s5,other,0.0553521771555747,sim
2015,Region12,s5,other,0.054843717940288,sim
2016,Region12,s5,other,0.061012500948858,sim
2017,Region12,s5,other,0.064160049113083,sim
2018,Region12,s5,other,0.0626214400460267,sim
2019,Region12,s5,other,0.0639686845347392,sim
2020,Region12,s5,other,0.0612174129525873,sim
2021,Region12,s5,other,0.0582473599986881,sim
2022,Region12,s5,other,0.0575595381899747,sim
2023,Region12,s5,other,0.0597953875029027,sim
2024,Region12,s5,other,0.0594399488234348,sim
2025,Region12,s5,other,0.0615297596996195,sim
2026,Region12,s5,other,0.0623202116696844,sim
2027,Region12,s5,other,0.0625308225695935,sim
2028,Region12,s5,other,0.0624937042437617,sim
2029,Region12,s5,other,0.0624526693114275,sim
2030,Region12,s5,other,0.0624106022622173,sim
2012,Region12,s6,other,0.055,sim
2013,Region12,s6,other,0.0566906747571474,sim
2014,Region12,s6,other,0.0553521771555747,sim
2015,Region12,s6,other,0.054843717940288,sim
2016,Region12,s6,other,0.061012500948858,sim
2017,Region12,s6,other,0.064160049113083,sim
