year,area,scenario,mode,value,series
2015,Tehran,obs,car,0.363872645,obs
2016,Tehran,obs,car,0.464513557,obs
2017,Tehran,obs,car,0.518989859,obs
2018,Tehran,obs,car,0.51659782,obs
2019,Tehran,obs,car,0.522198415,obs
2020,Tehran,obs,car,0.627564808,obs
2021,Tehran,obs,car,0.614889983,obs
2022,Tehran,obs,car,0.570219625,obs
2023,Tehran,obs,car,0.556786146,obs
2012,Tehran,s0,car,0.371273578,sim
2013,Tehran,s0,car,0.3675330289154041,sim
2014,Tehran,s0,car,0.4326651452313217,sim
2015,Tehran,s0,car,0.4146016918383324,sim
2016,Tehran,s0,car,0.4822992952211769,sim
2017,Tehran,s0,car,0.5179627816352428,sim
2018,Tehran,s0,car,0.5358959711767949,sim
2019,Tehran,s0,car,0.5472749481107299,sim
2020,Tehran,s0,car,0.6223295177807698,sim
2021,Tehran,s0,car,0.5963416250821368,sim
2022,Tehran,s0,car,0.5662579643727184,sim
2023,Tehran,s0,car,0.5544833602023279,sim
2024,Tehran,s0,car,0.572152462291515,sim
2025,Tehran,s0,car,0.5639602141508211,sim
2026,Tehran,s0,car,0.5721371702567187,sim
2027,Tehran,s0,car,0.5750198300788467,sim
2028,Tehran,s0,car,0.5741062444355752,sim
2029,Tehran,s0,car,0.5735841863344904,sim
2030,Tehran,s0,car,0.5719353527432628,sim
2012,Tehran,s1,car,0.371273578,sim
2013,Tehran,s1,car,0.3675330289154041,sim
2014,Tehran,s1,car,0.4326651452313217,sim
2015,Tehran,s1,car,0.4146016918383324,sim
2016,Tehran,s1,car,0.4822992952211769,sim
2017,Tehran,s1,car,0.5179627816352428,sim
2018,Tehran,s1,car,0.5358959711767949,sim
2019,Tehran,s1,car,0.5472749481107299,sim
2020,Tehran,s1,car,0.6223295177807698,sim
2021,Tehran,s1,car,0.5963416250821368,sim
2022,Tehran,s1,car,0.5662579643727184,sim
2023,Tehran,s1,car,0.5544833602023279,sim
2024,Tehran,s1,car,0.572152462291515,sim
2025,Tehran,s1,car,0.5639602141508211,sim
2026,Tehran,s1,car,0.5692318208075331,sim
2027,Tehran,s1,car,0.5660832807299752,sim
2028,Tehran,s1,car,0.5692768316342175,sim
2029,Tehran,s1,car,0.5687506162796434,sim
2030,Tehran,s1,car,0.5656283374336135,sim
2012,Tehran,s10,car,0.371273578,sim
2013,Tehran,s10,car,0.3675330289154041,sim
2014,Tehran,s10,car,0.4326651452313217,sim
2015,Tehran,s10,car,0.4146016918383324,sim
2016,Tehran,s10,car,0.4822992952211769,sim
2017,Tehran,s10,car,0.5179627816352428,sim
2018,Tehran,s10,car,0.5358959711767949,sim
2019,Tehran,s10,car,0.5472749481107299,sim
2020,Tehran,s10,car,0.6223295177807698,sim
2021,Tehran,s10,car,0.5963416250821368,sim
2022,Tehran,s10,car,0.5662579643727184,sim
2023,Tehran,s10,car,0.5544833602023279,sim
2024,Tehran,s10,car,0.5570206758892716,sim
2025,Tehran,s10,car,0.5132233787715095,sim
2026,Tehran,s10,car,0.5135491944543663,sim
2027,Tehran,s10,car,0.5158598817561153,sim
2028,Tehran,s10,car,0.5144222265787959,sim
2029,Tehran,s10,car,0.5137950237793705,sim
2030,Tehran,s10,car,0.5107255866807752,sim
2012,Tehran,s11,car,0.371273578,sim
2013,Tehran,s11,car,0.3675330289154041,sim
2014,Tehran,s11,car,0.4326651452313217,sim
2015,Tehran,s11,car,0.4146016918383324,sim
2016,Tehran,s11,car,0.4822992952211769,sim
2017,Tehran,s11,car,0.5179627816352428,sim
2018,Tehran,s11,car,0.5358959711767949,sim
2019,Tehran,s11,car,0.5472749481107299,sim
2020,Tehran,s11,car,0.6223295177807698,sim
2021,Tehran,s11,car,0.5963416250821368,sim
2022,Tehran,s11,car,0.5662579643727184,sim
2023,Tehran,s11,car,0.5544833602023279,sim
2024,Tehran,s11,car,0.5640414704967733,sim
2025,Tehran,s11,car,0.5211928638280529,sim
2026,Tehran,s11,car,0.5143318984285639,sim
2027,Tehran,s11,car,0.5158828406093564,sim
2028,Tehran,s11,car,0.5088994195093905,sim
2029,Tehran,s11,car,0.5067565955563581,sim
2030,Tehran,s11,car,0.5003693447583978,sim
2012,Tehran,s2,car,0.371273578,sim
2013,Tehran,s2,car,0.3675330289154041,sim
2014,Tehran,s2,car,0.4326651452313217,sim
2015,Tehran,s2,car,0.4146016918383324,sim
2016,Tehran,s2,car,0.4822992952211769,sim
2017,Tehran,s2,car,0.5179627816352428,sim
2018,Tehran,s2,car,0.5358959711767949,sim
2019,Tehran,s2,car,0.5472749481107299,sim
2020,Tehran,s2,car,0.6223295177807698,sim
2021,Tehran,s2,car,0.5963416250821368,sim
2022,Tehran,s2,car,0.5662579643727184,sim
2023,Tehran,s2,car,0.5544833602023279,sim
2024,Tehran,s2,car,0.572152462291515,sim
2025,Tehran,s2,car,0.5639602141508211,sim
2026,Tehran,s2,car,0.5654713800464539,sim
2027,Tehran,s2,car,0.567967689813491,sim
2028,Tehran,s2,car,0.5630048179161334,sim
2029,Tehran,s2,car,0.5602343063365156,sim
2030,Tehran,s2,car,0.5537738930598006,sim
2012,Tehran,s3,car,0.371273578,sim
2013,Tehran,s3,car,0.3675330289154041,sim
2014,Tehran,s3,car,0.4326651452313217,sim
2015,Tehran,s3,car,0.4146016918383324,sim
2016,Tehran,s3,car,0.4822992952211769,sim
2017,Tehran,s3,car,0.5179627816352428,sim
2018,Tehran,s3,car,0.5358959711767949,sim
2019,Tehran,s3,car,0.5472749481107299,sim
2020,Tehran,s3,car,0.6223295177807698,sim
2021,Tehran,s3,car,0.5963416250821368,sim
2022,Tehran,s3,car,0.5662579643727184,sim
2023,Tehran,s3,car,0.5544833602023279,sim
2024,Tehran,s3,car,0.572152462291515,sim
2025,Tehran,s3,car,0.5639602141508211,sim
2026,Tehran,s3,car,0.5708987321186189,sim
2027,Tehran,s3,car,0.5737848010442995,sim
2028,Tehran,s3,car,0.5714645647983911,sim
2029,Tehran,s3,car,0.5709412710006433,sim
2030,Tehran,s3,car,0.5676725093489814,sim
2012,Tehran,s4,car,0.371273578,sim
2013,Tehran,s4,car,0.3675330289154041,sim
2014,Tehran,s4,car,0.4326651452313217,sim
2015,Tehran,s4,car,0.4146016918383324,sim
2016,Tehran,s4,car,0.4822992952211769,sim
2017,Tehran,s4,car,0.5179627816352428,sim
2018,Tehran,s4,car,0.5358959711767949,sim
2019,Tehran,s4,car,0.5472749481107299,sim
2020,Tehran,s4,car,0.6223295177807698,sim
2021,Tehran,s4,car,0.5963416250821368,sim
2022,Tehran,s4,car,0.5662579643727184,sim
2023,Tehran,s4,car,0.5544833602023279,sim
2024,Tehran,s4,car,0.5648283242028772,sim
2025,Tehran,s4,car,0.5563404078742904,sim
2026,Tehran,s4,car,0.5647450739263029,sim
2027,Tehran,s4,car,0.5677441721449222,sim
2028,Tehran,s4,car,0.5678061754810925,sim
2029,Tehran,s4,car,0.5672687105056509,sim
2030,Tehran,s4,car,0.5655586678531269,sim
2012,Tehran,s5,car,0.371273578,sim
2013,Tehran,s5,car,0.3675330289154041,sim
2014,Tehran,s5,car,0.4326651452313217,sim
2015,Tehran,s5,car,0.4146016918383324,sim
2016,Tehran,s5,car,0.4822992952211769,sim
2017,Tehran,s5,car,0.5179627816352428,sim
2018,Tehran,s5,car,0.5358959711767949,sim
2019,Tehran,s5,car,0.5472749481107299,sim
2020,Tehran,s5,car,0.6223295177807698,sim
2021,Tehran,s5,car,0.5963416250821368,sim
2022,Tehran,s5,car,0.5662579643727184,sim
2023,Tehran,s5,car,0.5544833602023279,sim
2024,Tehran,s5,car,0.5649083979809294,sim
2025,Tehran,s5,car,0.5224645514784733,sim
2026,Tehran,s5,car,0.5231358844047743,sim
2027,Tehran,s5,car,0.5254076079435558,sim
2028,Tehran,s5,car,0.5231373619333967,sim
2029,Tehran,s5,car,0.5225302290087782,sim
2030,Tehran,s5,car,0.5198568176433137,sim
2012,Tehran,s6,car,0.371273578,sim
2013,Tehran,s6,car,0.3675330289154041,sim
2014,Tehran,s6,car,0.4326651452313217,sim
2015,Tehran,s6,car,0.4146016918383324,sim
2016,Tehran,s6,car,0.4822992952211769,sim
2017,Tehran,s6,car,0.5179627816352428,sim
2018,Tehran,s6,car,0.5358959711767949,sim
2019,Tehran,s6,car,0.5472749481107299,sim
2020,Tehran,s6,car,0.6223295177807698,sim
2021,Tehran,s6,car,0.5963416250821368,sim
2022,Tehran,s6,car,0.5662579643727184,sim
2023,Tehran,s6,car,0.5544833602023279,sim
2024,Tehran,s6,car,0.5706175291853268,sim
2025,Tehran,s6,car,0.5279449768372867,sim
2026,Tehran,s6,car,0.5294566209586634,sim
2027,Tehran,s6,car,0.5322571762003263,sim
2028,Tehran,s6,car,0.5306361938306284,sim
2029,Tehran,s6,car,0.5299100960914161,sim
2030,Tehran,s6,car,0.5274062850027167,sim
2012,Tehran,s7,car,0.371273578,sim
2013,Tehran,s7,car,0.3675330289154041,sim
2014,Tehran,s7,car,0.4326651452313217,sim
2015,Tehran,s7,car,0.4146016918383324,sim
2016,Tehran,s7,car,0.4822992952211769,sim
2017,Tehran,s7,car,0.5179627816352428,sim
2018,Tehran,s7,car,0.5358959711767949,sim
2019,Tehran,s7,car,0.5472749481107299,sim
2020,Tehran,s7,car,0.6223295177807698,sim
2021,Tehran,s7,car,0.5963416250821368,sim
2022,Tehran,s7,car,0.5662579643727184,sim
2023,Tehran,s7,car,0.5544833602023279,sim
2024,Tehran,s7,car,0.572152462291515,sim
2025,Tehran,s7,car,0.5639602141508211,sim
2026,Tehran,s7,car,0.5721371702567187,sim
2027,Tehran,s7,car,0.5750198300788467,sim
2028,Tehran,s7,car,0.5741062444355752,sim
2029,Tehran,s7,car,0.5735841863344904,sim
2030,Tehran,s7,car,0.5719353527432628,sim
2012,Tehran,s8,car,0.371273578,sim
2013,Tehran,s8,car,0.3675330289154041,sim
2014,Tehran,s8,car,0.4326651452313217,sim
2015,Tehran,s8,car,0.4146016918383324,sim
2016,Tehran,s8,car,0.4822992952211769,sim
2017,Tehran,s8,car,0.5179627816352428,sim
2018,Tehran,s8,car,0.5358959711767949,sim
2019,Tehran,s8,car,0.5472749481107299,sim
2020,Tehran,s8,car,0.6223295177807698,sim
2021,Tehran,s8,car,0.5963416250821368,sim
2022,Tehran,s8,car,0.5662579643727184,sim
2023,Tehran,s8,car,0.5544833602023279,sim
2024,Tehran,s8,car,0.5631605432768988,sim
2025,Tehran,s8,car,0.5192215168491338,sim
2026,Tehran,s8,car,0.517207922368776,sim
2027,Tehran,s8,car,0.5201171932922315,sim
2028,Tehran,s8,car,0.5170352733882836,sim
2029,Tehran,s8,car,0.5163089956611566,sim
2030,Tehran,s8,car,0.511648890830073,sim
2012,Tehran,s9,car,0.371273578,sim
2013,Tehran,s9,car,0.3675330289154041,sim
2014,Tehran,s9,car,0.4326651452313217,sim
2015,Tehran,s9,car,0.4146016918383324,sim
2016,Tehran,s9,car,0.4822992952211769,sim
2017,Tehran,s9,car,0.5179627816352428,sim
2018,Tehran,s9,car,0.5358959711767949,sim
2019,Tehran,s9,car,0.5472749481107299,sim
2020,Tehran,s9,car,0.6223295177807698,sim
2021,Tehran,s9,car,0.5963416250821368,sim
2022,Tehran,s9,car,0.5662579643727184,sim
2023,Tehran,s9,car,0.5544833602023279,sim
2024,Tehran,s9,car,0.5610855607313853,sim
2025,Tehran,s9,car,0.5179686646196747,sim
2026,Tehran,s9,car,0.5115207583165975,sim
2027,Tehran,s9,car,0.5134695890836546,sim
2028,Tehran,s9,car,0.5076589138846643,sim
2029,Tehran,s9,car,0.5046742938219035,sim
2030,Tehran,s9,car,0.4965577317566184,sim
2012,Tehran,obs,metro,0.099537152,obs
2013,Tehran,obs,metro,0.102574317,obs
2014,Tehran,obs,metro,0.101659441,obs
2015,Tehran,obs,metro,0.106962563,obs
2016,Tehran,obs,metro,0.105661882,obs
2017,Tehran,obs,metro,0.104394512,obs
2018,Tehran,obs,metro,0.10451401,obs
2019,Tehran,obs,metro,0.105635557,obs
2020,Tehran,obs,metro,0.059053148,obs
2021,Tehran,obs,metro,0.068321109,obs
2022,Tehran,obs,metro,0.090670965,obs
2023,Tehran,obs,metro,0.098670963,obs
2012,Tehran,s0,metro,0.099537152,sim
2013,Tehran,s0,metro,0.1055056525420218,sim
2014,Tehran,s0,metro,0.1035070862510272,sim
2015,Tehran,s0,metro,0.1076207001884287,sim
2016,Tehran,s0,metro,0.1133328141240865,sim
2017,Tehran,s0,metro,0.1126342399279486,sim
2018,Tehran,s0,metro,0.1027479700226251,sim
2019,Tehran,s0,metro,0.096391656729447,sim
2020,Tehran,s0,metro,0.0619129095226186,sim
2021,Tehran,s0,metro,0.0726296848694063,sim
2022,Tehran,s0,metro,0.0913363142378273,sim
2023,Tehran,s0,metro,0.0994787944690957,sim
2024,Tehran,s0,metro,0.085075166149147,sim
2025,Tehran,s0,metro,0.086765800264256,sim
2026,Tehran,s0,metro,0.0865639169250983,sim
2027,Tehran,s0,metro,0.0840205639170794,sim
2028,Tehran,s0,metro,0.0836163862487671,sim
2029,Tehran,s0,metro,0.0840339103788972,sim
2030,Tehran,s0,metro,0.0859480575141135,sim
2012,Tehran,s1,metro,0.099537152,sim
2013,Tehran,s1,metro,0.1055056525420218,sim
2014,Tehran,s1,metro,0.1035070862510272,sim
2015,Tehran,s1,metro,0.1076207001884287,sim
2016,Tehran,s1,metro,0.1133328141240865,sim
2017,Tehran,s1,metro,0.1126342399279486,sim
2018,Tehran,s1,metro,0.1027479700226251,sim
2019,Tehran,s1,metro,0.096391656729447,sim
2020,Tehran,s1,metro,0.0619129095226186,sim
2021,Tehran,s1,metro,0.0726296848694063,sim
2022,Tehran,s1,metro,0.0913363142378273,sim
2023,Tehran,s1,metro,0.0994787944690957,sim
2024,Tehran,s1,metro,0.085075166149147,sim
2025,Tehran,s1,metro,0.086765800264256,sim
2026,Tehran,s1,metro,0.0876936540243213,sim
2027,Tehran,s1,metro,0.0849650795948733,sim
2028,Tehran,s1,metro,0.0854455760046643,sim
2029,Tehran,s1,metro,0.0858710646193147,sim
2030,Tehran,s1,metro,0.0883918283108864,sim
2012,Tehran,s10,metro,0.099537152,sim
2013,Tehran,s10,metro,0.1055056525420218,sim
2014,Tehran,s10,metro,0.1035070862510272,sim
2015,Tehran,s10,metro,0.1076207001884287,sim
2016,Tehran,s10,metro,0.1133328141240865,sim
2017,Tehran,s10,metro,0.1126342399279486,sim
2018,Tehran,s10,metro,0.1027479700226251,sim
2019,Tehran,s10,metro,0.096391656729447,sim
2020,Tehran,s10,metro,0.0619129095226186,sim
2021,Tehran,s10,metro,0.0726296848694063,sim
2022,Tehran,s10,metro,0.0913363142378273,sim
2023,Tehran,s10,metro,0.0994787944690957,sim
2024,Tehran,s10,metro,0.1023128608687547,sim
2025,Tehran,s10,metro,0.1152620155477784,sim
2026,Tehran,s10,metro,0.115815212786501,sim
2027,Tehran,s10,metro,0.1130936198820899,sim
2028,Tehran,s10,metro,0.1118635371797137,sim
2029,Tehran,s10,metro,0.1125697435866376,sim
2030,Tehran,s10,metro,0.1153671789987716,sim
2012,Tehran,s11,metro,0.099537152,sim
2013,Tehran,s11,metro,0.1055056525420218,sim
2014,Tehran,s11,metro,0.1035070862510272,sim
2015,Tehran,s11,metro,0.1076207001884287,sim
2016,Tehran,s11,metro,0.1133328141240865,sim
2017,Tehran,s11,metro,0.1126342399279486,sim
2018,Tehran,s11,metro,0.1027479700226251,sim
2019,Tehran,s11,metro,0.096391656729447,sim
2020,Tehran,s11,metro,0.0619129095226186,sim
2021,Tehran,s11,metro,0.0726296848694063,sim
2022,Tehran,s11,metro,0.0913363142378273,sim
2023,Tehran,s11,metro,0.0994787944690957,sim
2024,Tehran,s11,metro,0.0938286808058765,sim
2025,Tehran,s11,metro,0.1059966271315805,sim
2026,Tehran,s11,metro,0.1090995432415614,sim
2027,Tehran,s11,metro,0.1057528662082627,sim
2028,Tehran,s11,metro,0.1083749882623014,sim
2029,Tehran,s11,metro,0.1096136281122118,sim
2030,Tehran,s11,metro,0.1134323060652823,sim
2012,Tehran,s2,metro,0.099537152,sim
2013,Tehran,s2,metro,0.1055056525420218,sim
2014,Tehran,s2,metro,0.1035070862510272,sim
2015,Tehran,s2,metro,0.1076207001884287,sim
2016,Tehran,s2,metro,0.1133328141240865,sim
2017,Tehran,s2,metro,0.1126342399279486,sim
2018,Tehran,s2,metro,0.1027479700226251,sim
2019,Tehran,s2,metro,0.096391656729447,sim
2020,Tehran,s2,metro,0.0619129095226186,sim
2021,Tehran,s2,metro,0.0726296848694063,sim
2022,Tehran,s2,metro,0.0913363142378273,sim
2023,Tehran,s2,metro,0.0994787944690957,sim
2024,Tehran,s2,metro,0.085075166149147,sim
2025,Tehran,s2,metro,0.086765800264256,sim
2026,Tehran,s2,metro,0.0887968684160851,sim
2027,Tehran,s2,metro,0.0857430807298171,sim
2028,Tehran,s2,metro,0.0872414212058687,sim
2029,Tehran,s2,metro,0.0884145455723234,sim
2030,Tehran,s2,metro,0.0906351279654538,sim
2012,Tehran,s3,metro,0.099537152,sim
2013,Tehran,s3,metro,0.1055056525420218,sim
2014,Tehran,s3,metro,0.1035070862510272,sim
2015,Tehran,s3,metro,0.1076207001884287,sim
2016,Tehran,s3,metro,0.1133328141240865,sim
2017,Tehran,s3,metro,0.1126342399279486,sim
2018,Tehran,s3,metro,0.1027479700226251,sim
2019,Tehran,s3,metro,0.096391656729447,sim
2020,Tehran,s3,metro,0.0619129095226186,sim
2021,Tehran,s3,metro,0.0726296848694063,sim
2022,Tehran,s3,metro,0.0913363142378273,sim
2023,Tehran,s3,metro,0.0994787944690957,sim
2024,Tehran,s3,metro,0.085075166149147,sim
2025,Tehran,s3,metro,0.086765800264256,sim
2026,Tehran,s3,metro,0.0868702888445095,sim
2027,Tehran,s3,metro,0.0843192349108157,sim
2028,Tehran,s3,metro,0.0842510969085214,sim
2029,Tehran,s3,metro,0.0846712937777249,sim
2030,Tehran,s3,metro,0.0869961544642164,sim
2012,Tehran,s4,metro,0.099537152,sim
2013,Tehran,s4,metro,0.1055056525420218,sim
2014,Tehran,s4,metro,0.1035070862510272,sim
2015,Tehran,s4,metro,0.1076207001884287,sim
2016,Tehran,s4,metro,0.1133328141240865,sim
2017,Tehran,s4,metro,0.1126342399279486,sim
2018,Tehran,s4,metro,0.1027479700226251,sim
2019,Tehran,s4,metro,0.096391656729447,sim
2020,Tehran,s4,metro,0.0619129095226186,sim
2021,Tehran,s4,metro,0.0726296848694063,sim
2022,Tehran,s4,metro,0.0913363142378273,sim
2023,Tehran,s4,metro,0.0994787944690957,sim
2024,Tehran,s4,metro,0.0927264628720986,sim
2025,Tehran,s4,metro,0.0945034695942587,sim
2026,Tehran,s4,metro,0.0943394035124407,sim
2027,Tehran,s4,metro,0.0915895200867247,sim
2028,Tehran,s4,metro,0.0900211446863268,sim
2029,Tehran,s4,metro,0.0904676935414426,sim
2030,Tehran,s4,metro,0.092517274443643,sim
2012,Tehran,s5,metro,0.099537152,sim
2013,Tehran,s5,metro,0.1055056525420218,sim
2014,Tehran,s5,metro,0.1035070862510272,sim
2015,Tehran,s5,metro,0.1076207001884287,sim
2016,Tehran,s5,metro,0.1133328141240865,sim
2017,Tehran,s5,metro,0.1126342399279486,sim
2018,Tehran,s5,metro,0.1027479700226251,sim
2019,Tehran,s5,metro,0.096391656729447,sim
2020,Tehran,s5,metro,0.0619129095226186,sim
2021,Tehran,s5,metro,0.0726296848694063,sim
2022,Tehran,s5,metro,0.0913363142378273,sim
2023,Tehran,s5,metro,0.0994787944690957,sim
2024,Tehran,s5,metro,0.0939716188609827,sim
2025,Tehran,s5,metro,0.106253318403223,sim
2026,Tehran,s5,metro,0.1066867896643321,sim
2027,Tehran,s5,metro,0.1041653984501168,sim
2028,Tehran,s5,metro,0.1041960117828509,sim
2029,Tehran,s5,metro,0.104859495522246,sim
2030,Tehran,s5,metro,0.1074005084355061,sim
2012,Tehran,s6,metro,0.099537152,sim
2013,Tehran,s6,metro,0.1055056525420218,sim
2014,Tehran,s6,metro,0.1035070862510272,sim
2015,Tehran,s6,metro,0.1076207001884287,sim
2016,Tehran,s6,metro,0.1133328141240865,sim
2017,Tehran,s6,metro,0.1126342399279486,sim
2018,Tehran,s6,metro,0.1027479700226251,sim
2019,Tehran,s6,metro,0.096391656729447,sim
2020,Tehran,s6,metro,0.0619129095226186,sim
2021,Tehran,s6,metro,0.0726296848694063,sim
2022,Tehran,s6,metro,0.0913363142378273,sim
2023,Tehran,s6,metro,0.0994787944690957,sim
2024,Tehran,s6,metro,0.0848492062322275,sim
2025,Tehran,s6,metro,0.0910773858380115,sim
2026,Tehran,s6,metro,0.0908659840075835,sim
2027,Tehran,s6,metro,0.088115349152343,sim
2028,Tehran,s6,metro,0.0876172935022698,sim
2029,Tehran,s6,metro,0.0880710090651325,sim
2030,Tehran,s6,metro,0.0901523368645508,sim
2012,Tehran,s7,metro,0.099537152,sim
2013,Tehran,s7,metro,0.1055056525420218,sim
2014,Tehran,s7,metro,0.1035070862510272,sim
2015,Tehran,s7,metro,0.1076207001884287,sim
2016,Tehran,s7,metro,0.1133328141240865,sim
2017,Tehran,s7,metro,0.1126342399279486,sim
2018,Tehran,s7,metro,0.1027479700226251,sim
2019,Tehran,s7,metro,0.096391656729447,sim
2020,Tehran,s7,metro,0.0619129095226186,sim
2021,Tehran,s7,metro,0.0726296848694063,sim
2022,Tehran,s7,metro,0.0913363142378273,sim
2023,Tehran,s7,metro,0.0994787944690957,sim
2024,Tehran,s7,metro,0.085075166149147,sim
2025,Tehran,s7,metro,0.086765800264256,sim
2026,Tehran,s7,metro,0.0865639169250983,sim
2027,Tehran,s7,metro,0.0840205639170794,sim
2028,Tehran,s7,metro,0.0836163862487671,sim
2029,Tehran,s7,metro,0.0840339103788972,sim
2030,Tehran,s7,metro,0.0859480575141135,sim
2012,Tehran,s8,metro,0.099537152,sim
2013,Tehran,s8,metro,0.1055056525420218,sim
2014,Tehran,s8,metro,0.1035070862510272,sim
2015,Tehran,s8,metro,0.1076207001884287,sim
2016,Tehran,s8,metro,0.1133328141240865,sim
2017,Tehran,s8,metro,0.1126342399279486,sim
2018,Tehran,s8,metro,0.1027479700226251,sim
2019,Tehran,s8,metro,0.096391656729447,sim
2020,Tehran,s8,metro,0.0619129095226186,sim
2021,Tehran,s8,metro,0.0726296848694063,sim
2022,Tehran,s8,metro,0.0913363142378273,sim
2023,Tehran,s8,metro,0.0994787944690957,sim
2024,Tehran,s8,metro,0.0924551250068217,sim
2025,Tehran,s8,metro,0.0989034002880295,sim
2026,Tehran,s8,metro,0.1000182248686965,sim
2027,Tehran,s8,metro,0.0970195919922647,sim
2028,Tehran,s8,metro,0.0962117045002434,sim
2029,Tehran,s8,metro,0.0967069392567998,sim
2030,Tehran,s8,metro,0.0997041859753046,sim
2012,Tehran,s9,metro,0.099537152,sim
2013,Tehran,s9,metro,0.1055056525420218,sim
2014,Tehran,s9,metro,0.1035070862510272,sim
2015,Tehran,s9,metro,0.1076207001884287,sim
2016,Tehran,s9,metro,0.1133328141240865,sim
2017,Tehran,s9,metro,0.1126342399279486,sim
2018,Tehran,s9,metro,0.1027479700226251,sim
2019,Tehran,s9,metro,0.096391656729447,sim
2020,Tehran,s9,metro,0.0619129095226186,sim
2021,Tehran,s9,metro,0.0726296848694063,sim
2022,Tehran,s9,metro,0.0913363142378273,sim
2023,Tehran,s9,metro,0.0994787944690957,sim
2024,Tehran,s9,metro,0.0979790263213754,sim
2025,Tehran,s9,metro,0.1105864028709667,sim
2026,Tehran,s9,metro,0.1135522523824327,sim
2027,Tehran,s9,metro,0.1098273022193377,sim
2028,Tehran,s9,metro,0.111512682056717,sim
2029,Tehran,s9,metro,0.1130891748412163,sim
2030,Tehran,s9,metro,0.1165357456321566,sim
2012,Tehran,obs,motorcycle,0.060717663,obs
2013,Tehran,obs,motorcycle,0.060747896,obs
2014,Tehran,obs,motorcycle,0.040863109,obs
2015,Tehran,obs,motorcycle,0.062977958,obs
2016,Tehran,obs,motorcycle,0.064792663,obs
2017,Tehran,obs,motorcycle,0.064625174,obs
2018,Tehran,obs,motorcycle,0.070671378,obs
2019,Tehran,obs,motorcycle,0.075738701,obs
2020,Tehran,obs,motorcycle,0.069062156,obs
2021,Tehran,obs,motorcycle,0.069325831,obs
2022,Tehran,obs,motorcycle,0.071529317,obs
2023,Tehran,obs,motorcycle,0.072492952,obs
2012,Tehran,s0,motorcycle,0.060717663,sim
2013,Tehran,s0,motorcycle,0.0586057833129239,sim
2014,Tehran,s0,motorcycle,0.04589568366527,sim
2015,Tehran,s0,motorcycle,0.0649776339944612,sim
2016,Tehran,s0,motorcycle,0.0673716405780594,sim
2017,Tehran,s0,motorcycle,0.066843040311698,sim
2018,Tehran,s0,motorcycle,0.0712348795885825,sim
2019,Tehran,s0,motorcycle,0.0787060057447605,sim
2020,Tehran,s0,motorcycle,0.0711396142566683,sim
2021,Tehran,s0,motorcycle,0.0711036440014167,sim
2022,Tehran,s0,motorcycle,0.073840223923916,sim
2023,Tehran,s0,motorcycle,0.0747759687485122,sim
2024,Tehran,s0,motorcycle,0.0832053387487339,sim
2025,Tehran,s0,motorcycle,0.0811479475568975,sim
2026,Tehran,s0,motorcycle,0.080952626548263,sim
2027,Tehran,s0,motorcycle,0.0804959668846338,sim
2028,Tehran,s0,motorcycle,0.0806005272849561,sim
2029,Tehran,s0,motorcycle,0.0806133318260416,sim
2030,Tehran,s0,motorcycle,0.0806529024400252,sim
2012,Tehran,s1,motorcycle,0.060717663,sim
2013,Tehran,s1,motorcycle,0.0586057833129239,sim
2014,Tehran,s1,motorcycle,0.04589568366527,sim
2015,Tehran,s1,motorcycle,0.0649776339944612,sim
2016,Tehran,s1,motorcycle,0.0673716405780594,sim
2017,Tehran,s1,motorcycle,0.066843040311698,sim
2018,Tehran,s1,motorcycle,0.0712348795885825,sim
2019,Tehran,s1,motorcycle,0.0787060057447605,sim
2020,Tehran,s1,motorcycle,0.0711396142566683,sim
2021,Tehran,s1,motorcycle,0.0711036440014167,sim
2022,Tehran,s1,motorcycle,0.073840223923916,sim
2023,Tehran,s1,motorcycle,0.0747759687485122,sim
2024,Tehran,s1,motorcycle,0.0832053387487339,sim
2025,Tehran,s1,motorcycle,0.0811479475568975,sim
2026,Tehran,s1,motorcycle,0.081114956333473,sim
2027,Tehran,s1,motorcycle,0.0805137653908035,sim
2028,Tehran,s1,motorcycle,0.0808730599099633,sim
2029,Tehran,s1,motorcycle,0.0808847042843589,sim
2030,Tehran,s1,motorcycle,0.0809990400691994,sim
2012,Tehran,s10,motorcycle,0.060717663,sim
2013,Tehran,s10,motorcycle,0.0586057833129239,sim
2014,Tehran,s10,motorcycle,0.04589568366527,sim
2015,Tehran,s10,motorcycle,0.0649776339944612,sim
2016,Tehran,s10,motorcycle,0.0673716405780594,sim
2017,Tehran,s10,motorcycle,0.066843040311698,sim
2018,Tehran,s10,motorcycle,0.0712348795885825,sim
2019,Tehran,s10,motorcycle,0.0787060057447605,sim
2020,Tehran,s10,motorcycle,0.0711396142566683,sim
2021,Tehran,s10,motorcycle,0.0711036440014167,sim
2022,Tehran,s10,motorcycle,0.073840223923916,sim
2023,Tehran,s10,motorcycle,0.0747759687485122,sim
2024,Tehran,s10,motorcycle,0.081027302290614,sim
2025,Tehran,s10,motorcycle,0.0762549389993966,sim
2026,Tehran,s10,motorcycle,0.0760610628966892,sim
2027,Tehran,s10,motorcycle,0.0756031970237807,sim
2028,Tehran,s10,motorcycle,0.0757530425332228,sim
2029,Tehran,s10,motorcycle,0.0757351873455639,sim
2030,Tehran,s10,motorcycle,0.0758654768548785,sim
2012,Tehran,s11,motorcycle,0.060717663,sim
