Scenario,year,Geo,delta_display,annot,annot_mode,kpi
SC2,2027,Region 12,1.1986269749280347,1.1986269749280347,pct,Modal share: public transport
SC2,2028,Region 12,2.0048499362471794,2.0048499362471794,pct,Modal share: public transport
SC2,2029,Region 12,2.406379684871765,2.406379684871765,pct,Modal share: public transport
SC2,2030,Region 12,3.1140530627674203,3.1140530627674203,pct,Modal share: public transport
SC3,2024,Region 12,0.0,0.0,pct,Modal share: public transport
SC3,2025,Region 12,0.0,0.0,pct,Modal share: public transport
SC3,2026,Region 12,0.5896126299799586,0.5896126299799586,pct,Modal share: public transport
SC3,2027,Region 12,0.5872686276621271,0.5872686276621271,pct,Modal share: public transport
SC3,2028,Region 12,1.255923288479205,1.255923288479205,pct,Modal share: public transport
SC3,2029,Region 12,1.2647250253698408,1.2647250253698408,pct,Modal share: public transport
SC3,2030,Region 12,2.018793984327856,2.018793984327856,pct,Modal share: public transport
SC4,2024,Region 12,6.743690672453402,6.743690672453402,pct,Modal share: public transport
SC4,2025,Region 12,6.764517816409706,6.764517816409706,pct,Modal share: public transport
SC4,2026,Region 12,6.782173512252131,6.782173512252131,pct,Modal share: public transport
SC4,2027,Region 12,6.82115493059694,6.82115493059694,pct,Modal share: public transport
SC4,2028,Region 12,5.9489650713755475,5.9489650713755475,pct,Modal share: public transport
SC4,2029,Region 12,5.957749688475909,5.957749688475909,pct,Modal share: public transport
SC4,2030,Region 12,5.952926961770862,5.952926961770862,pct,Modal share: public transport
SC5,2024,Region 12,6.699656918460212,6.699656918460212,pct,Modal share: public transport
SC5,2025,Region 12,5.291224689776699,5.291224689776699,pct,Modal share: public transport
SC5,2026,Region 12,5.631222155476298,5.631222155476298,pct,Modal share: public transport
SC5,2027,Region 12,6.1743347108726505,6.1743347108726505,pct,Modal share: public transport
SC5,2028,Region 12,6.797485109408158,6.797485109408158,pct,Modal share: public transport
SC5,2029,Region 12,6.787517702646936,6.787517702646936,pct,Modal share: public transport
SC5,2030,Region 12,6.755008617321289,6.755008617321289,pct,Modal share: public transport
SC6,2024,Region 12,1.4004311234354285,1.4004311234354285,pct,Modal share: public transport
SC6,2025,Region 12,1.4975278511011556,1.4975278511011556,pct,Modal share: public transport
SC6,2026,Region 12,1.60884425241891,1.60884425241891,pct,Modal share: public transport
SC6,2027,Region 12,1.6783939919183577,1.6783939919183577,pct,Modal share: public transport
SC6,2028,Region 12,1.7661864747857767,1.7661864747857767,pct,Modal share: public transport
SC6,2029,Region 12,1.812829688683782,1.812829688683782,pct,Modal share: public transport
SC6,2030,Region 12,1.8749582181234132,1.8749582181234132,pct,Modal share: public transport
SC7,2024,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2025,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2026,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2027,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2028,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2029,Region 12,0.0,0.0,pct,Modal share: public transport
SC7,2030,Region 12,0.0,0.0,pct,Modal share: public transport
SC8,2024,Region 12,8.192276507774801,8.192276507774801,pct,Modal share: public transport
SC8,2025,Region 12,8.581001735597885,8.581001735597885,pct,Modal share: public transport
SC8,2026,Region 12,9.319223557100246,9.319223557100246,pct,Modal share: public transport
SC8,2027,Region 12,9.402815895710507,9.402815895710507,pct,Modal share: public transport
SC8,2028,Region 12,9.221551633496336,9.221551633496336,pct,Modal share: public transport
SC8,2029,Region 12,9.258735978897846,9.258735978897846,pct,Modal share: public transport
SC8,2030,Region 12,9.812454149017363,9.812454149017363,pct,Modal share: public transport
SC9,2024,Region 12,10.092922631811204,10.092922631811204,pct,Modal share: public transport
SC9,2025,Region 12,8.948945215467381,8.948945215467381,pct,Modal share: public transport
SC9,2026,Region 12,10.267705628861531,10.267705628861531,pct,Modal share: public transport
SC9,2027,Region 12,10.57304308328537,10.57304308328537,pct,Modal share: public transport
