scenario,kpi,auc,geo,kpi_display,delta_mode
SC2,Health indicator,-1.4904226744068587,Tehran,Health indicator,percent
SC2,Implementation CAPEX,2.409015759310137,Tehran,CAPEX,raw_normalized
SC2,Modal share: public transport,17.85877493371268,Tehran,Modal share: public transport,percent
SC2,NOₓ emissions,-3.510708588208675,Tehran,Emissions: NOₓ,percent
SC2,Net annual value,22.35795519544061,Tehran,Net annual value,raw_normalized
SC2,Net fiscal pressure,14.598078295131087,Tehran,Net fiscal pressure,raw_normalized
SC2,Net recurrent public burden,16.923170721692863,Tehran,Net recurrent burden,percent
SC2,Noise exposure index,-0.6251439358258746,Tehran,Noise exposure,percent
SC2,Non-public transport trips,-2.4646289137679194,Tehran,Non-PT trips,percent
SC2,PCE-weighted VKT,-2.864674067836747,Tehran,PCE-weighted VKT,percent
SC2,PM₂.₅ emissions,0.4251104145512189,Tehran,Emissions: PM₂.₅,percent
SC2,PT OPEX,19.762804128600415,Tehran,PT OPEX,percent
SC2,PT affordability ratio,18.669621662758708,Tehran,PT affordability,percent
SC2,PT subsidy need,18.561785844596194,Tehran,PT subsidy,percent
SC2,Public transport trips,18.1653848217937,Tehran,PT trips,percent
SC2,Time loss (car),-9.27454436348548,Tehran,Time loss (car),percent
SC3,Avoided external cost,4.246162264127456,Tehran,Avoided ext. cost,raw_normalized
SC3,Budget use,2.7703784364789943,Tehran,Budget use,percent
SC3,CO₂ emissions,-0.7116363129964576,Tehran,Emissions: CO₂,percent
SC3,Congestion index,-0.5362300264708186,Tehran,Congestion index,percent
SC3,Electricity use,2.1387090464548155,Tehran,Electricity use,percent
SC3,Energy cost,-0.5909220296216321,Tehran,Energy cost,percent
SC3,Farebox recovery,0.0883104657752984,Tehran,Farebox recovery,percent
SC3,Final energy,-0.752183598175401,Tehran,Final energy,percent
SC3,Health indicator,-0.30425357891339894,Tehran,Health indicator,percent
SC3,Implementation CAPEX,0.42959435427590087,Tehran,CAPEX,raw_normalized
SC3,Modal share: public transport,2.8233265025783765,Tehran,Modal share: public transport,percent
SC3,NOₓ emissions,-0.7017963123359459,Tehran,Emissions: NOₓ,percent
SC3,Net annual value,4.520139284899065,Tehran,Net annual value,raw_normalized
SC3,Net fiscal pressure,2.502734456122975,Tehran,Net fiscal pressure,raw_normalized
SC3,Net recurrent public burden,2.822193684477825,Tehran,Net recurrent burden,percent
SC3,Noise exposure index,-0.11146277817648939,Tehran,Noise exposure,percent
SC3,Non-public transport trips,-0.3896843072894992,Tehran,Non-PT trips,percent
SC3,PCE-weighted VKT,-0.5362300264708795,Tehran,PCE-weighted VKT,percent
SC3,PM₂.₅ emissions,-0.020452673979313968,Tehran,Emissions: PM₂.₅,percent
SC3,PT OPEX,2.8720297837949174,Tehran,PT OPEX,percent
SC3,PT affordability ratio,2.8703980158451587,Tehran,PT affordability,percent
SC3,PT subsidy need,2.770378436479017,Tehran,PT subsidy,percent
SC3,Public transport trips,2.872029783794917,Tehran,PT trips,percent
SC3,Time loss (car),-1.808765017684203,Tehran,Time loss (car),percent
SC4,Avoided external cost,26.415509608881788,Tehran,Avoided ext. cost,raw_normalized
SC4,Budget use,73.63277201854463,Tehran,Budget use,percent
SC4,CO₂ emissions,-4.5893389222751795,Tehran,Emissions: CO₂,percent
SC4,Congestion index,-6.527517179661836,Tehran,Congestion index,percent
SC4,Electricity use,43.36206769905511,Tehran,Electricity use,percent
SC4,Energy cost,-1.061810918229559,Tehran,Energy cost,percent
SC4,Farebox recovery,-126.36943464382274,Tehran,Farebox recovery,percent
SC4,Final energy,-5.70250554236653,Tehran,Final energy,percent
SC4,Health indicator,-2.575514082377289,Tehran,Health indicator,percent
SC4,Implementation CAPEX,0.0,Tehran,CAPEX,raw_normalized
SC4,Modal share: public transport,52.243086481994396,Tehran,Modal share: public transport,percent
SC4,NOₓ emissions,-5.5424555813093885,Tehran,Emissions: NOₓ,percent
SC4,Net annual value,23.956015092240825,Tehran,Net annual value,raw_normalized
SC4,Net fiscal pressure,57.10633978745753,Tehran,Net fiscal pressure,raw_normalized
SC4,Net recurrent public burden,75.96660374350141,Tehran,Net recurrent burden,percent
SC4,Noise exposure index,-1.3674573442982072,Tehran,Noise exposure,percent
SC4,Non-public transport trips,-7.292549096372992,Tehran,Non-PT trips,percent
SC4,PCE-weighted VKT,-6.527517179661844,Tehran,PCE-weighted VKT,percent
SC4,PM₂.₅ emissions,-3.1481634529018074,Tehran,Emissions: PM₂.₅,percent
SC4,PT OPEX,56.07174797116329,Tehran,PT OPEX,percent
SC4,PT affordability ratio,-84.27294033695804,Tehran,PT affordability,percent
SC4,PT subsidy need,73.6327720185446,Tehran,PT subsidy,percent
SC4,Public transport trips,53.133341320608025,Tehran,PT trips,percent
SC4,Time loss (car),-15.086048699679207,Tehran,Time loss (car),percent
SC5,Avoided external cost,145.58335707447833,Tehran,Avoided ext. cost,raw_normalized
SC5,Budget use,284.9483654496291,Tehran,Budget use,percent
SC5,CO₂ emissions,-27.849581709490444,Tehran,Emissions: CO₂,percent
SC5,Congestion index,-27.35997096412978,Tehran,Congestion index,percent
SC5,Electricity use,111.91207977708561,Tehran,Electricity use,percent
SC5,Energy cost,-20.1328667151899,Tehran,Energy cost,percent
SC5,Farebox recovery,-20.31012950089475,Tehran,Farebox recovery,percent
SC5,Final energy,-30.643486079446653,Tehran,Final energy,percent
SC5,Health indicator,-13.786817812332695,Tehran,Health indicator,percent
SC5,Implementation CAPEX,224.48958878038937,Tehran,CAPEX,raw_normalized
SC5,Modal share: public transport,208.78926293399792,Tehran,Modal share: public transport,percent
SC5,NOₓ emissions,-29.150164216157286,Tehran,Emissions: NOₓ,percent
SC5,Net annual value,139.57696766416083,Tehran,Net annual value,raw_normalized
SC5,Net fiscal pressure,252.21826627464705,Tehran,Net fiscal pressure,raw_normalized
SC5,Net recurrent public burden,292.850798261139,Tehran,Net recurrent burden,percent
SC5,Noise exposure index,-5.742183487262299,Tehran,Noise exposure,percent
SC5,Non-public transport trips,-29.076402161123262,Tehran,Non-PT trips,percent
SC5,PCE-weighted VKT,-27.35997096412985,Tehran,PCE-weighted VKT,percent
SC5,PM₂.₅ emissions,-18.128407364210865,Tehran,Emissions: PM₂.₅,percent
SC5,PT OPEX,323.1792196713128,Tehran,PT OPEX,percent
SC5,PT affordability ratio,249.1949718629832,Tehran,PT affordability,percent
SC5,PT subsidy need,284.948365449629,Tehran,PT subsidy,percent
SC5,Public transport trips,212.39880172296796,Tehran,PT trips,percent
SC5,Time loss (car),-70.9298340820013,Tehran,Time loss (car),percent
SC6,Avoided external cost,135.89680879975288,Tehran,Avoided ext. cost,raw_normalized
SC6,Budget use,270.96965853852066,Tehran,Budget use,percent
SC6,CO₂ emissions,-24.873682628608602,Tehran,Emissions: CO₂,percent
SC6,Congestion index,-19.540070744265012,Tehran,Congestion index,percent
SC6,Electricity use,17.589044061180736,Tehran,Electricity use,percent
SC6,Energy cost,-25.28646190646676,Tehran,Energy cost,percent
SC6,Farebox recovery,-39.41476419534855,Tehran,Farebox recovery,percent
SC6,Final energy,-25.32638981022123,Tehran,Final energy,percent
SC6,Health indicator,-19.626995242841197,Tehran,Health indicator,percent
SC6,Implementation CAPEX,10.247374245061353,Tehran,CAPEX,raw_normalized
SC6,Modal share: public transport,143.08188416021002,Tehran,Modal share: public transport,percent
SC6,NOₓ emissions,-36.30509181193698,Tehran,Emissions: NOₓ,percent
SC6,Net annual value,132.9653020214396,Tehran,Net annual value,raw_normalized
SC6,Net fiscal pressure,217.54264273469647,Tehran,Net fiscal pressure,raw_normalized
SC6,Net recurrent public burden,278.5272514374084,Tehran,Net recurrent burden,percent
SC6,Noise exposure index,-4.09782356353935,Tehran,Noise exposure,percent
SC6,Non-public transport trips,-19.853176150053322,Tehran,Non-PT trips,percent
SC6,PCE-weighted VKT,-19.54007074426507,Tehran,PCE-weighted VKT,percent
SC6,PM₂.₅ emissions,-60.58261965911434,Tehran,Emissions: PM₂.₅,percent
SC6,PT OPEX,323.0115237940603,Tehran,PT OPEX,percent
SC6,PT affordability ratio,204.04104978944767,Tehran,PT affordability,percent
SC6,PT subsidy need,270.9696585385206,Tehran,PT subsidy,percent
SC6,Public transport trips,145.64533717756655,Tehran,PT trips,percent
SC6,Time loss (car),-55.80472882877576,Tehran,Time loss (car),percent
SC7,Avoided external cost,5.031531390674995,Tehran,Avoided ext. cost,raw_normalized
SC7,Budget use,56.52294642509416,Tehran,Budget use,percent
SC7,CO₂ emissions,-3.5355510043673504,Tehran,Emissions: CO₂,percent
SC7,Congestion index,0.026579434577353324,Tehran,Congestion index,percent
SC7,Electricity use,104.98944809474727,Tehran,Electricity use,percent
SC7,Energy cost,10.22069907525163,Tehran,Energy cost,percent
SC7,Farebox recovery,-44.92369315645331,Tehran,Farebox recovery,percent
SC7,Final energy,-7.39997675373136,Tehran,Final energy,percent
SC7,Health indicator,-3.4106047221813,Tehran,Health indicator,percent
SC7,Implementation CAPEX,43.965014872817335,Tehran,CAPEX,raw_normalized
SC7,Modal share: public transport,0.0,Tehran,Modal share: public transport,percent
SC7,NOₓ emissions,-7.284763056837659,Tehran,Emissions: NOₓ,percent
SC7,Net annual value,-1.7410737277754302,Tehran,Net annual value,raw_normalized
SC7,Net fiscal pressure,51.176815960732476,Tehran,Net fiscal pressure,raw_normalized
SC7,Net recurrent public burden,57.97324628210728,Tehran,Net recurrent burden,percent
SC7,Noise exposure index,-2.2388201166784896,Tehran,Noise exposure,percent
SC7,Non-public transport trips,0.026579434577248873,Tehran,Non-PT trips,percent
SC7,PCE-weighted VKT,0.02657943457730505,Tehran,PCE-weighted VKT,percent
SC7,PM₂.₅ emissions,-4.310971986446657,Tehran,Emissions: PM₂.₅,percent
SC7,PT OPEX,62.53297234836211,Tehran,PT OPEX,percent
SC7,PT affordability ratio,0.0,Tehran,PT affordability,percent
SC7,PT subsidy need,56.52294642509421,Tehran,PT subsidy,percent
SC7,Public transport trips,0.026579434577288705,Tehran,PT trips,percent
SC7,Time loss (car),0.060840112834728864,Tehran,Time loss (car),percent
SC8,Avoided external cost,219.1931432989682,Tehran,Avoided ext. cost,raw_normalized
SC8,Budget use,367.83730940834977,Tehran,Budget use,percent
SC8,CO₂ emissions,-43.19660059670486,Tehran,Emissions: CO₂,percent
SC8,Congestion index,-39.752608851062334,Tehran,Congestion index,percent
SC8,Electricity use,55.620322164746156,Tehran,Electricity use,percent
SC8,Energy cost,-39.65572091850328,Tehran,Energy cost,percent
SC8,Farebox recovery,-160.22725741841475,Tehran,Farebox recovery,percent
SC8,Final energy,-44.939904098157875,Tehran,Final energy,percent
SC8,Health indicator,-25.99756699423379,Tehran,Health indicator,percent
SC8,Implementation CAPEX,6.832631001000264,Tehran,CAPEX,raw_normalized
SC8,Modal share: public transport,217.4198413997458,Tehran,Modal share: public transport,percent
SC8,NOₓ emissions,-50.807285055646645,Tehran,Emissions: NOₓ,percent
SC8,Net annual value,220.31925018078888,Tehran,Net annual value,raw_normalized
SC8,Net fiscal pressure,292.6232955451865,Tehran,Net fiscal pressure,raw_normalized
SC8,Net recurrent public burden,378.40975078361294,Tehran,Net recurrent burden,percent
SC8,Noise exposure index,-8.35292202236047,Tehran,Noise exposure,percent
SC8,Non-public transport trips,-41.423161807675015,Tehran,Non-PT trips,percent
SC8,PCE-weighted VKT,-39.75260885106236,Tehran,PCE-weighted VKT,percent
SC8,PM₂.₅ emissions,-59.96077631746704,Tehran,Emissions: PM₂.₅,percent
SC8,PT OPEX,398.55446906521945,Tehran,PT OPEX,percent
SC8,PT affordability ratio,75.72730058820994,Tehran,PT affordability,percent
SC8,PT subsidy need,367.83730940834977,Tehran,PT subsidy,percent
SC8,Public transport trips,204.58664580626842,Tehran,PT trips,percent
SC8,Time loss (car),-98.4978157742981,Tehran,Time loss (car),percent
SC9,Avoided external cost,186.14316450618637,Tehran,Avoided ext. cost,raw_normalized
SC9,Budget use,361.030698066675,Tehran,Budget use,percent
SC9,CO₂ emissions,-34.42292302304445,Tehran,Emissions: CO₂,percent
SC9,Congestion index,-34.4056725100429,Tehran,Congestion index,percent
SC9,Electricity use,149.67584687817128,Tehran,Electricity use,percent
SC9,Energy cost,-23.71678770578816,Tehran,Energy cost,percent
SC9,Farebox recovery,-92.02484678283486,Tehran,Farebox recovery,percent
SC9,Final energy,-38.19362959609844,Tehran,Final energy,percent
SC9,Health indicator,-19.524687574659758,Tehran,Health indicator,percent
SC9,Implementation CAPEX,184.49304286042823,Tehran,CAPEX,raw_normalized
SC9,Modal share: public transport,261.70990777367933,Tehran,Modal share: public transport,percent
SC9,NOₓ emissions,-40.0212293261346,Tehran,Emissions: NOₓ,percent
SC9,Net annual value,179.362705140559,Tehran,Net annual value,raw_normalized
SC9,Net fiscal pressure,308.6087311093054,Tehran,Net fiscal pressure,raw_normalized
SC9,Net recurrent public burden,369.89516360362745,Tehran,Net recurrent burden,percent
SC9,Noise exposure index,-7.2142031689535475,Tehran,Noise exposure,percent
SC9,Non-public transport trips,-36.41605102347639,Tehran,Non-PT trips,percent
SC9,PCE-weighted VKT,-34.27774943633028,Tehran,PCE-weighted VKT,percent
SC9,PM₂.₅ emissions,-33.27607770550284,Tehran,Emissions: PM₂.₅,percent
SC9,PT OPEX,388.16866946035555,Tehran,PT OPEX,percent
SC9,PT affordability ratio,190.3834145415489,Tehran,PT affordability,percent
SC9,PT subsidy need,361.91282699436215,Tehran,PT subsidy,percent
SC9,Public transport trips,266.2746795578582,Tehran,PT trips,percent
SC9,Time loss (car),-87.94447123656857,Tehran,Time loss (car),percent
